21_JUMP_STREET.srt 	21_JUMP_STREET_DVS26 	00:03:12,00 --> 00:03:18,50 	he gives the trashcan a kick then grabs his aching leg.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS420 	01:05:24,00 --> 01:05:32,50 	someone grabs his hand, nearly yanking him off balance, he gives a bewildered nod.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS424 	01:05:47,00 --> 01:05:51,50 	someone gives a childish nod.
SALT.srt 	SALT_DVS68 	00:14:47,00 --> 00:14:52,50 	someone gives a slow nod.
SALT.srt 	SALT_DVS69 	00:15:01,00 --> 00:15:06,50 	someone gives an amused smile.
SALT.srt 	SALT_DVS245 	00:42:05,00 --> 00:42:26,50 	someone gives a loving smile.
SALT.srt 	SALT_DVS338 	01:00:23,00 --> 01:00:29,50 	give her a warm embrace.
SALT.srt 	SALT_DVS546 	01:34:05,00 --> 01:34:23,50 	someone gives someone a meaningful look which she registers coldly.
SALT.srt 	SALT_DVS553 	01:35:34,00 --> 01:35:42,50 	searching fruitlessly for someone, someone allows a smile and gives a satisfied nod.
SANCTUM.srt 	SANCTUM_DVS56 	00:12:37,00 --> 00:12:43,50 	as the others at forward base laugh, someone gives a smirk.
SANCTUM.srt 	SANCTUM_DVS351 	01:10:02,00 --> 01:10:10,50 	someone gives him some more slack and someone repositions himself on the ledge.
SANCTUM.srt 	SANCTUM_DVS418 	01:20:52,00 --> 01:20:57,50 	he gives a wide grin.
SANCTUM.srt 	SANCTUM_DVS420 	01:21:00,00 --> 01:21:12,50 	pushing out his jaw, he gives a thoughtful look, then abruptly shifts his gaze to a section of the cave's wall near someone.
SANCTUM.srt 	SANCTUM_DVS489 	01:30:36,00 --> 01:30:41,50 	he gives someone a frenzied look.
SANCTUM.srt 	SANCTUM_DVS506 	01:34:48,00 --> 01:34:58,50 	someone averts his gaze, giving a dumbfounded shake of his head.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS103 	00:07:15,00 --> 00:07:20,50 	her friends nods and gives her an encouraging push.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS222 	00:15:31,00 --> 00:15:36,50 	her mother gives a gentle push.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS289 	00:19:33,00 --> 00:19:41,50 	sliding her own hand on top of her laotong's, someone gives it a gentle squeeze.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS308 	00:20:34,00 --> 00:20:39,50 	she gives her parents a determined look.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS328 	00:22:24,00 --> 00:22:31,50 	the privileged young woman gives her friend a sly smile and averts her gaze.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS376 	00:25:04,00 --> 00:25:10,50 	swallowing, someone gives her laotong a sad look.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS727 	00:48:21,00 --> 00:48:28,50 	flood lights on the arched cement walls give the tunnel-like performance space a blue tint.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS918 	00:59:41,00 --> 00:59:47,50 	the butcher gives him a hearty kiss, sets him down, and strides off.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1009 	01:05:59,00 --> 01:06:05,50 	the grey-bearded playboy gives a disappointed shake of the head and leaves.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1069 	01:12:16,00 --> 01:12:24,50 	someone gives a showman's smile, extends his arm in a mock shrug, and melts into the embrace.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1099 	01:15:09,00 --> 01:15:14,50 	someone gives a solemn, understanding nod,
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1140 	01:17:36,00 --> 01:17:43,50 	the noblewoman's eyes glisten but she gives an accepting nod and bows her head.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1168 	01:19:14,00 --> 01:19:20,50 	someone gives a troubled frown as she peers at it over her lady's shoulder.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1319 	01:30:57,00 --> 01:31:02,50 	someone gives a tiny bow and the man returns the gesture.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1478 	01:39:41,00 --> 01:39:46,50 	staring at the ceiling, someone gives a weary blink.
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS23 	00:05:03,00 --> 00:05:20,50 	someone gives a smitten grin.
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS99 	00:19:47,00 --> 00:19:57,50 	someone collects his jacket and umbrella, then glances at someone, who gives a shrug and a smile.
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS193 	00:37:29,00 --> 00:37:34,50 	the sorcerer gives a pleased smile.
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS201 	00:38:26,00 --> 00:38:31,50 	he gives the now-enormous tome to someone, who
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS223 	00:42:48,00 --> 00:42:55,50 	a poster featuring a man with spiky bleached hair gives the name, "drake stone."
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS268 	00:54:01,00 --> 00:54:06,50 	he gives the floor a scuffing kick
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS340 	01:11:11,00 --> 01:11:17,50 	he flashes someone a snide smirk, then give
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS363 	01:16:48,00 --> 01:16:58,50 	someone touches a plain-faced woman, giving her someone's likeness.
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS380 	01:20:49,00 --> 01:20:54,50 	someone gives him an earnest look.
SOUL_SURFER.srt 	SOUL_SURFER_DVS58 	00:19:02,00 --> 00:19:07,50 	someone gives her a thumbs up.
SOUL_SURFER.srt 	SOUL_SURFER_DVS203 	01:06:42,00 --> 01:06:46,50 	she give the third girl her last board.
SOUL_SURFER.srt 	SOUL_SURFER_DVS238 	01:12:53,00 --> 01:12:58,50 	rosemary gives a sack of grain to someone.
SOUL_SURFER.srt 	SOUL_SURFER_DVS324 	01:36:40,00 --> 01:36:45,50 	she gives a satisfied grin.
SPARKLE_2012.srt 	SPARKLE_2012_DVS262 	00:40:30,00 --> 00:40:35,50 	someone gives someone a kiss on the cheek.
SPARKLE_2012.srt 	SPARKLE_2012_DVS264 	00:40:56,00 --> 00:41:02,50 	he tries to give sister a kiss, but she shies away.
SPARKLE_2012.srt 	SPARKLE_2012_DVS361 	01:00:39,00 --> 01:00:44,50 	she gives one more enticing look to the crowd.
SPARKLE_2012.srt 	SPARKLE_2012_DVS394 	01:07:24,00 --> 01:07:29,50 	someone gives a little nod.
SPARKLE_2012.srt 	SPARKLE_2012_DVS472 	01:17:27,00 --> 01:17:32,50 	he puts down his luggage and gives sister a little smile.
SPARKLE_2012.srt 	SPARKLE_2012_DVS570 	01:33:52,00 --> 01:33:59,50 	averting her cold gaze, someone gives a careless gesture and steps away from the open door.
SPARKLE_2012.srt 	SPARKLE_2012_DVS606 	01:39:30,00 --> 01:39:34,50 	she gives someone a hug.
SPARKLE_2012.srt 	SPARKLE_2012_DVS616 	01:39:59,00 --> 01:40:04,50 	tilting her head, she gives a gentle gaze.
SPARKLE_2012.srt 	SPARKLE_2012_DVS619 	01:40:13,00 --> 01:40:20,50 	the mother shuts her eyes, lifts her brow, and gives a sad smile.
SPARKLE_2012.srt 	SPARKLE_2012_DVS621 	01:40:24,00 --> 01:40:29,50 	her eyes glisten, and she gives an appreciative nod.
SPARKLE_2012.srt 	SPARKLE_2012_DVS637 	01:43:35,00 --> 01:43:40,50 	he gives her a confident nod.
SPARKLE_2012.srt 	SPARKLE_2012_DVS646 	01:47:58,00 --> 01:48:04,50 	the audience gives her a standing ovation.
SUPER_8.srt 	SUPER_8_DVS44 	00:06:23,00 --> 00:06:27,50 	someone gives someone a magazine.
SUPER_8.srt 	SUPER_8_DVS131 	00:19:55,00 --> 00:20:00,50 	someone gives a thumbs up as he vomits.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS210 	00:40:26,00 --> 00:40:40,50 	someone gives her mother a pointed look.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS219 	00:42:17,00 --> 00:42:21,50 	he gives an embarrassed shrug.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS228 	00:44:34,00 --> 00:44:38,50 	staring at someone, he gives a faint sad smile.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS231 	00:44:51,00 --> 00:44:57,50 	starring into someone's eyes, someone gives a tiny nod.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS266 	00:51:39,00 --> 00:51:44,50 	she gives him an annoyed look.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS272 	00:52:18,00 --> 00:52:31,50 	she sways sensually and the artist gives a longing look.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS282 	00:54:42,00 --> 00:54:47,50 	the math teacher gives him a harsh look.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS351 	01:10:14,00 --> 01:10:21,50 	someone gives him a grave nod.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS367 	01:12:13,00 --> 01:12:18,50 	someone gives her an eager kiss.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS370 	01:12:38,00 --> 01:12:44,50 	on the bench someone gives a hopeful smile.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS393 	01:15:33,00 --> 01:15:42,50 	with a fond smirk someone steps closer, cradles her head in his hands and gives her a tender kiss.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS396 	01:16:13,00 --> 01:16:40,50 	his math teacher gives a delighted round of applause and his english teacher nods approvingly.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS112 	00:22:12,00 --> 00:22:18,50 	kitty gives him a big hug.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS167 	00:34:38,00 --> 00:34:43,50 	she gives a resigned shrug.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS276 	00:52:04,00 --> 00:52:12,50 	someone spots the pedicab from a block behind and gives a vengeful smile.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS294 	00:54:13,00 --> 00:54:19,50 	someone tugs on the door handle, which sticks, then gives.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS344 	01:04:06,00 --> 01:04:10,50 	someone gives chase.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS371 	01:09:14,00 --> 01:09:21,50 	someone smiles sadly at someone, who gives a nostalgic nod.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS384 	01:12:57,00 --> 01:13:02,50 	he gives a boyish half-smile.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS389 	01:14:19,00 --> 01:14:24,50 	someone gives a sad shrug.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS414 	01:17:52,00 --> 01:17:59,50 	she slugs back an entire cocktail and gives a bracing twitch of the brow.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS450 	01:23:12,00 --> 01:23:21,50 	someone halts, gives ray the finger, and steps into the store.
THE_CALL.srt 	THE_CALL_DVS74 	00:05:00,00 --> 00:05:05,50 	a cop enters and gives the operator a kiss.
THE_CALL.srt 	THE_CALL_DVS78 	00:06:03,00 --> 00:06:07,50 	he gives her a sly smile.
THE_CALL.srt 	THE_CALL_DVS485 	00:37:29,00 --> 00:37:36,50 	he peers into the side mirror, then gives the good samaritan a thumbs up.
THE_CALL.srt 	THE_CALL_DVS524 	00:40:33,00 --> 00:40:37,50 	he gives the driver a friendly wave.
THE_CALL.srt 	THE_CALL_DVS827 	01:03:03,00 --> 01:03:09,50 	someone rolls her head, then gives someone a look and leaves.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS36 	00:06:53,00 --> 00:06:57,50 	someone gives a shrug of the hand.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS206 	00:33:56,00 --> 00:34:02,50 	someone's eyes glisten and he gives a shaky nod.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS215 	00:34:35,00 --> 00:34:41,50 	someone gives a small nod and goes.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS322 	00:49:34,00 --> 00:49:38,50 	someone gives a halfhearted wave.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS440 	01:07:20,00 --> 01:07:26,50 	someone gives a thoughtful nod and regards the teen.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS453 	01:08:14,00 --> 01:08:20,50 	the real estate agent gives a sportsmanlike wave as he passes.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS535 	01:17:48,00 --> 01:17:54,50 	giving us a view of his distracted face head on.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS573 	01:25:32,00 --> 01:25:40,50 	as she leans in to hug him, someone tilts his head and gives her a full kiss on the lips instead.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS612 	01:30:26,00 --> 01:30:34,50 	a faint smile briefly plays on someone's face as he gives the teens a surprised look.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS620 	01:31:03,00 --> 01:31:08,50 	the grief-stricken man gives a helpless shrug,
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS623 	01:31:20,00 --> 01:31:27,50 	resting his hand on his daughter's head, someone bends down and gives her a light kiss on the cheek.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS649 	01:32:52,00 --> 01:32:57,50 	a mustached man gives a serious look.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS684 	01:35:37,00 --> 01:35:42,50 	someone and someone give him shocked looks.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS686 	01:37:27,00 --> 01:37:33,50 	tossing the documents aside, he gives his cousins a resolute look.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS720 	01:40:35,00 --> 01:40:40,50 	she gives him a pointed look
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS741 	01:44:01,00 --> 01:44:07,50 	he gives her a long, gentle kiss on the lips, then remains
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS758 	01:45:13,00 --> 01:45:18,50 	she gives her shaggy-haired friend a hug.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS784 	01:46:39,00 --> 01:46:45,50 	he shifts his serene gaze, then gives her a soft nod.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS399 	00:47:27,00 --> 00:47:33,50 	he gives her a friendly smile then moves out from behind his desk.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS420 	00:49:24,00 --> 00:49:28,50 	she gives an unnerved look.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS460 	00:53:33,00 --> 00:53:40,50 	someone wrenches against her bonds but they give no sign of budging.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS531 	01:00:02,00 --> 01:00:07,50 	someone gives an undaunted shrug.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS638 	01:09:34,00 --> 01:09:39,50 	someone gives her a big hug and kisses her cheek.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS645 	01:10:01,00 --> 01:10:07,50 	his daughter finishes her silent prayer and gives him a look.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS775 	01:29:17,00 --> 01:29:24,50 	someone gives an exasperated look as he clicks incorrect icons.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS800 	01:32:10,00 --> 01:32:14,50 	the woman gives a startled look.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS808 	01:32:55,00 --> 01:33:00,50 	a tech clerk gives an exasperated look.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS924 	01:42:50,00 --> 01:42:55,50 	picking them up, he gives an imploring stare.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS946 	01:44:41,00 --> 01:44:48,50 	she comes back with the list of the murders, which gives their dates and locations.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1110 	01:56:13,00 --> 01:56:20,50 	someone adds a little tap water to the drinks then gives one to his guest.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1112 	01:56:33,00 --> 01:56:38,50 	his host notices then gives a shrewd smile.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1328 	02:22:22,00 --> 02:22:29,50 	someone enters his apartment with a bag of groceries and gives her a terse nod.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1347 	02:24:52,00 --> 02:24:59,50 	the heavyset techie gives her fake credit cards and a counterfeit passport.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1395 	02:29:20,00 --> 02:29:24,50 	she gives him a check.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1408 	02:31:23,00 --> 02:31:28,50 	someone gives a wistful look.
THE_SITTER.srt 	THE_SITTER_DVS67 	00:38:23,00 --> 00:38:27,50 	gives him a hug.
THE_SITTER.srt 	THE_SITTER_DVS131 	01:10:15,00 --> 01:10:22,50 	he gives her a kind look.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS100 	00:32:07,00 --> 00:32:15,50 	someone blinks and gives a wounded nod.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS203 	01:20:21,00 --> 01:20:28,50 	someone gives a wincing nod.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS228 	01:30:34,00 --> 01:30:41,50 	someone hopples out sleepily and gives someone a playful smack.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS306 	01:50:48,00 --> 01:50:54,50 	on the other end, someone gives a weary shake of the head.
THE_VOW.srt 	THE_VOW_DVS112 	00:11:53,00 --> 00:11:57,50 	the guards give up the chase.
THE_VOW.srt 	THE_VOW_DVS128 	00:13:39,00 --> 00:13:45,50 	nodding, someone gives him a tender smile.
THE_VOW.srt 	THE_VOW_DVS147 	00:15:32,00 --> 00:15:37,50 	someone gives him an uncertain look.
THE_VOW.srt 	THE_VOW_DVS225 	00:28:39,00 --> 00:28:45,50 	she picks up a bottle of perfume, and gives it a sniff.
THE_VOW.srt 	THE_VOW_DVS307 	00:39:42,00 --> 00:39:46,50 	someone gives a helpless shrug.
THE_VOW.srt 	THE_VOW_DVS319 	00:42:21,00 --> 00:42:26,50 	someone gives a wry look.
THE_VOW.srt 	THE_VOW_DVS322 	00:42:47,00 --> 00:42:51,50 	someone gives her fianc a look.
THE_VOW.srt 	THE_VOW_DVS324 	00:43:34,00 --> 00:43:39,50 	someone gives a puzzled shrug.
THE_VOW.srt 	THE_VOW_DVS336 	00:44:57,00 --> 00:45:04,50 	someone smiles at someone who gives someone a haughty glance on his way to the bar.
THE_VOW.srt 	THE_VOW_DVS380 	00:53:29,00 --> 00:53:34,50 	someone gives a sad smile.
THE_VOW.srt 	THE_VOW_DVS412 	00:57:27,00 --> 00:57:33,50 	someone gives a relieved grin and nods.
THE_VOW.srt 	THE_VOW_DVS483 	01:08:34,00 --> 01:08:40,50 	now he helps someone up and gives her a piggyback ride ashore.
THE_VOW.srt 	THE_VOW_DVS515 	01:11:52,00 --> 01:11:57,50 	someone gives her a hug.
THE_VOW.srt 	THE_VOW_DVS593 	01:22:54,00 --> 01:23:00,50 	someone gives a tearful sympathetic nod.
THE_VOW.srt 	THE_VOW_DVS671 	01:33:59,00 --> 01:34:04,50 	he eyes her lovingly and gives a faint smile.
THE_VOW.srt 	THE_VOW_DVS691 	01:36:14,00 --> 01:36:19,50 	he gives a disappointed look.
THE_VOW.srt 	THE_VOW_DVS704 	01:38:40,00 --> 01:38:46,50 	stifling a grin, he gives a satisfied nod.
THE_WATCH.srt 	THE_WATCH_DVS225 	00:42:10,00 --> 00:42:14,50 	he gives a slow, creepy wave.
THE_WATCH.srt 	THE_WATCH_DVS324 	00:56:31,00 --> 00:56:40,50 	someone slowly removes his sunglasses and gives someone a bizarre wide-eyed stare while slowly shaking his head.
THE_WATCH.srt 	THE_WATCH_DVS419 	01:15:26,00 --> 01:15:31,50 	someone gives a guilty shrug.
THE_WATCH.srt 	THE_WATCH_DVS445 	01:21:13,00 --> 01:21:19,50 	someone gives them pink plastic walkie talkies from the store shelves.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS42 	00:11:53,00 --> 00:11:59,50 	she gives him another quick kiss, then heads into the bathroom.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS57 	00:14:40,00 --> 00:14:48,50 	someone gives the next guy a pleading look, and he lets him cut ahead.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS87 	00:26:23,00 --> 00:26:27,50 	someone gives a downward twitch of her lip.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS143 	00:37:35,00 --> 00:37:41,50 	she gives someone a frustrated look.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS153 	00:40:24,00 --> 00:40:30,50 	furrowing his brow, he gives her a baffled look.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS176 	00:44:16,00 --> 00:44:23,50 	smiling, she gazes at him hungrily, then gives him a passionate kiss.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS282 	01:16:12,00 --> 01:16:18,50 	keeping his gaze on here, someone gives a soft nod.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS290 	01:17:12,00 --> 01:17:18,50 	tucking her hair behind her ear, she gives him a little shrug.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS370 	01:29:00,00 --> 01:29:05,50 	she shifts her thoughtful eyes, then gives a pleased look.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS389 	01:32:20,00 --> 01:32:24,50 	he gives an injured look.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS446 	01:42:46,00 --> 01:42:51,50 	he gives a confused look.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS475 	01:47:13,00 --> 01:47:17,50 	he gives a resigned look.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS476 	01:47:33,00 --> 01:47:37,50 	he gives a desperate look.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS488 	01:49:51,00 --> 01:49:58,50 	someone gives the crowd a bashful smile.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS509 	01:53:16,00 --> 01:53:20,50 	she gives a pleading look.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS511 	01:53:31,00 --> 01:53:36,50 	entering the truck someone gives a determined look.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS545 	01:57:40,00 --> 01:57:45,50 	his friends give annoyed looks.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS55 	00:07:51,00 --> 00:07:57,50 	she gives a dispirited look then heads over.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS76 	00:12:43,00 --> 00:12:48,50 	someone gives his son two thumbs up.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS234 	00:43:10,00 --> 00:43:20,50 	someone and someone give chase, dropping the bald man.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS367 	01:08:17,00 --> 01:08:23,50 	someone gives a shock gape then nods and smiles politely.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS377 	01:09:50,00 --> 01:09:59,50 	someone gives him a hammer and lets him smash it to pieces.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS429 	01:17:23,00 --> 01:17:29,50 	as someone nods and complies, someone gives him a slap on the cheek.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS492 	01:25:34,00 --> 01:25:41,50 	he resiliently straightens his posture and gives a few curt nods of his head.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS498 	01:26:30,00 --> 01:26:35,50 	someone gives him a warm smile.
THOR.srt 	THOR_DVS240 	00:32:26,00 --> 00:32:31,50 	a doctor gives someone an injection and he goes limp.
THOR.srt 	THOR_DVS351 	00:53:43,00 --> 00:53:48,50 	outside the truck, someone gives his jacket to someone.
THOR.srt 	THOR_DVS374 	00:56:21,00 --> 00:56:28,50 	someone leaps down and kicks one agent, then ducks into a side tunnel as more agents give chase.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS178 	00:23:42,00 --> 00:23:47,50 	someone sheepishly glances around, then gives in.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS194 	00:25:32,00 --> 00:25:39,50 	with a playful look, someone shifts his eyes to the bouquet of flowers then gives his girlfriend a winning grin.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS196 	00:25:47,00 --> 00:25:53,50 	someone's grin stays plastered on his face as he gives a few wobbling nods.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS476 	00:51:11,00 --> 00:51:17,50 	his wing freed, someone gives his boss the tooth.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS512 	00:56:51,00 --> 00:56:56,50 	someone kisses someone, then gives him a hug.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS576 	01:03:36,00 --> 01:03:45,50 	as someone gives a stunned look, he shrugs modestly.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS614 	01:07:22,00 --> 01:07:26,50 	someone gives an encouraging smile.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS657 	01:13:16,00 --> 01:13:22,50 	the case worker gives a mocking sneer and disappears in thin air.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS685 	01:16:05,00 --> 01:16:11,50 	someone repeats the encouraging gesture and gives a nod.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS704 	01:17:57,00 --> 01:18:05,50 	someone gives a crooked smile and pumps his fist.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS713 	01:19:16,00 --> 01:19:20,50 	someone gives a patient shrug.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS728 	01:20:21,00 --> 01:20:29,50 	in slow motion, someone's wings give a powerful flap and his skates lift off the ice.
