21_JUMP_STREET.srt 	21_JUMP_STREET_DVS126 	00:20:35,00 --> 00:20:43,50 	in the morning, someone and someone wake to find someone's father using an elliptical machine at their feet.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS140 	00:27:39,00 --> 00:27:45,50 	finding herself head to head with her ex, someone backs up a pace.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS187 	00:38:43,00 --> 00:38:47,50 	he finds it empty.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS242 	00:47:31,00 --> 00:47:36,50 	someone finds herself alone.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS320 	00:58:14,00 --> 00:58:25,50 	someone arrives on the other side and finds no sign of the gunman.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS328 	01:00:10,00 --> 01:00:14,50 	he finds a golf bag.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS341 	01:03:51,00 --> 01:03:55,50 	they find some caddies.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS395 	01:15:16,00 --> 01:15:26,50 	reaching another door, they find a lavender heart-shaped sign that reads, bliss in rosy cursive letters.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS408 	01:16:54,00 --> 01:17:00,50 	checking someone's wallet, he finds their wedding photo.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS440 	01:22:10,00 --> 01:22:16,50 	he finds himself cuffed to the bed.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS480 	01:26:50,00 --> 01:27:05,50 	scanning the office, she follows the sound around a corner and finds a louvered door locked by a deadbolt.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS497 	01:29:34,00 --> 01:29:40,50 	he finds the garbage bag of cash inside.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS512 	01:32:11,00 --> 01:32:18,50 	someone finds someone in the restroom.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS542 	01:37:59,00 --> 01:38:12,50 	as someone skulks off, someone and someone slink toward the elevator and find someone bleeding inside.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS558 	01:40:02,00 --> 01:40:18,50 	as someone kneels, someone finds an outline of a shotgun printed on top.
THE_CALL.srt 	THE_CALL_DVS193 	00:15:31,00 --> 00:15:37,50 	kidnap victim's body found in lancaster.
THE_CALL.srt 	THE_CALL_DVS260 	00:22:00,00 --> 00:22:07,50 	the blond sips her drink, then finds autumn's prepaid track phone on the table.
THE_CALL.srt 	THE_CALL_DVS611 	00:47:01,00 --> 00:47:10,50 	in the hive, someone stares at the gps locator screen with no coordinates found.
THE_CALL.srt 	THE_CALL_DVS708 	00:54:14,00 --> 00:54:21,50 	elsewhere, the police database finds a match for the kidnapper's print.
THE_CALL.srt 	THE_CALL_DVS722 	00:55:05,00 --> 00:55:12,50 	someone finds someone's wife and kids in the kitchen.
THE_CALL.srt 	THE_CALL_DVS888 	01:08:49,00 --> 01:08:57,50 	glancing back up to her monitor, she finds someone's profile with a smiling photo.
THE_CALL.srt 	THE_CALL_DVS905 	01:09:50,00 --> 01:09:58,50 	someone's flashlight beam finds a couch and settles briefly on a big wheel tricycle.
THE_CALL.srt 	THE_CALL_DVS907 	01:09:57,00 --> 01:10:01,50 	on the fireplace mantle, she finds family photographs, including ones of someone and his kids.
THE_CALL.srt 	THE_CALL_DVS915 	01:10:17,00 --> 01:10:23,50 	she finds a step ladder with three paint cans at its base.
THE_CALL.srt 	THE_CALL_DVS927 	01:11:03,00 --> 01:11:10,50 	flipping through it, she finds photos of the young loving siblings.
THE_CALL.srt 	THE_CALL_DVS928 	01:11:08,00 --> 01:11:16,50 	she studies another portrait of the grinning blond, then finds an envelope with more pictures.
THE_CALL.srt 	THE_CALL_DVS934 	01:11:39,00 --> 01:11:45,50 	at the end of the stack, she finds a photo of the boy kissing his sister.
THE_CALL.srt 	THE_CALL_DVS1128 	01:25:01,00 --> 01:25:12,50 	the killer desperately fights to find perches on the ground as he dangles over the hole.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS64 	00:13:36,00 --> 00:13:44,50 	entering, someone finds an attractive dark-haired woman putting makeup on his gaunt wife.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS135 	00:22:38,00 --> 00:22:44,50 	someone follows her outside and finds her on her cellphone,
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS152 	00:25:51,00 --> 00:25:57,50 	wheeling around, someone finds him with his arms spread open to her.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS465 	01:09:09,00 --> 01:09:15,50 	he peeks up over the top and finds someone climbing steps
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS543 	01:19:02,00 --> 01:19:09,50 	moving around the house, they find mrs. speer coming out onto the back porch.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS109 	00:10:58,00 --> 00:11:04,50 	as the steps away we find wennerstrom listed on the sixth level.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS119 	00:11:30,00 --> 00:11:36,50 	at the gathering, someone finds someone and her mother at a table.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS126 	00:12:56,00 --> 00:13:02,50 	she finds someone at a laptop in the next room.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS191 	00:23:58,00 --> 00:24:04,50 	she finds someone at his desk packing supplies.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS288 	00:32:58,00 --> 00:33:04,50 	as the boats sale around the island our roving view finds someone on the shore.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS351 	00:42:13,00 --> 00:42:20,50 	someone finds a blonde with aristocratic features at his door.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS417 	00:48:29,00 --> 00:48:35,50 	in an office he finds an elegant blonde woman at a desk.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS544 	01:01:19,00 --> 01:01:25,50 	he flips through them and finds distant shots of someone's manor house.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS547 	01:01:37,00 --> 01:01:43,50 	he posts the newly found photo beneath someone's picture.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS550 	01:01:47,00 --> 01:01:52,50 	he finds another parade photo beneath it.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS569 	01:03:15,00 --> 01:03:20,50 	someone finds a collection of parade shots.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS582 	01:04:22,00 --> 01:04:33,50 	the rapist wakes to find himself naked, bound, and gagged.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS731 	01:21:00,00 --> 01:21:07,50 	as he digs through a drawer, our view shifts to find the cat on his desk.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS776 	01:29:27,00 --> 01:29:34,50 	he finds a photo with the same woman climbing into a car.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS778 	01:29:49,00 --> 01:29:57,50 	following his gaze she finds the cat lying just outside the door with its head cut off.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS833 	01:34:52,00 --> 01:34:58,50 	he finds it locked.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS842 	01:35:30,00 --> 01:35:36,50 	inside, he finds a name written in a child's shaky cursive.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS947 	01:44:45,00 --> 01:44:52,50 	for each location she finds a corresponding vanger property on the map.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS957 	01:46:04,00 --> 01:46:09,50 	the manager finds someone at a card catalog.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS989 	01:48:09,00 --> 01:48:18,50 	at the archives someone finds a newspaper featuring a vanger industries investment and someone's murder on the same page.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS997 	01:48:39,00 --> 01:48:46,50 	selecting the file for lena anderson, he flips through its pages and finds a portrait of the girl in a shirt bearing her school crest.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1002 	01:48:56,00 --> 01:49:04,50 	at the archives, someone flips through a binder and finds an obituary reading.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1026 	01:50:28,00 --> 01:50:34,50 	he makes his way to a bedroom door, tries the handle, and finds it locked.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1063 	01:52:42,00 --> 01:52:49,50 	stepping forward he tries a door at the other end of the room and finds it locked.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1078 	01:53:30,00 --> 01:53:36,50 	reaching the dining area he finds himself fully exposed by its floor to ceiling windows.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1086 	01:53:54,00 --> 01:54:00,50 	meanwhile, someone finds the backdoor from the kitchen slightly ajar.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1101 	01:55:08,00 --> 01:55:13,50 	she finds the one with someone, recognizable by his blazer.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1147 	02:01:12,00 --> 02:01:20,50 	she crosses to his laptop and finds the photograph of young someone among the search party,
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1204 	02:07:43,00 --> 02:07:48,50 	her view finds the suv rounding a bend.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1333 	02:22:41,00 --> 02:22:47,50 	someone finds a large envelope under his front door.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS39 	00:09:41,00 --> 00:09:48,50 	he goes to his mother's room to find her fast asleep, with her reading glasses still on.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS214 	01:09:35,00 --> 01:09:40,50 	someone finds someone at a slot machine.
THE_SITTER.srt 	THE_SITTER_DVS105 	00:56:20,00 --> 00:56:24,50 	they find the cocaine.
THE_SITTER.srt 	THE_SITTER_DVS119 	01:05:46,00 --> 01:05:55,50 	she glances around, then kicks the chain link finding a section disconnected from
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS71 	00:20:14,00 --> 00:20:22,50 	later, someone finds someone waiting outside.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS96 	00:31:07,00 --> 00:31:35,50 	the young man picks it up and stares at his name on the front, then flips it over and finds a wax seal over the flap.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS159 	00:56:26,00 --> 00:56:32,50 	crosses to a shelf and finds a book.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS295 	01:48:51,00 --> 01:48:55,50 	finds to slide on the others.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS296 	01:48:58,00 --> 01:49:06,50 	the officer grabs someone's hand and shines his light on it, finding it dusted with coke.
THE_VOW.srt 	THE_VOW_DVS73 	00:06:32,00 --> 00:06:37,50 	finding a photo of herself on the box's lid,
THE_VOW.srt 	THE_VOW_DVS77 	00:06:46,00 --> 00:06:50,50 	she finds medicine.
THE_VOW.srt 	THE_VOW_DVS79 	00:06:53,00 --> 00:07:01,50 	finding another note, she reads.
THE_VOW.srt 	THE_VOW_DVS96 	00:08:53,00 --> 00:09:02,50 	in a flashback, someone exits an apartment and finds her in an alley.
THE_VOW.srt 	THE_VOW_DVS168 	00:17:32,00 --> 00:17:38,50 	someone enters a waiting room and finds someone asleep on a couch.
THE_VOW.srt 	THE_VOW_DVS185 	00:20:12,00 --> 00:20:18,50 	he finds the bed crisply made and unoccupied.
THE_VOW.srt 	THE_VOW_DVS276 	00:36:04,00 --> 00:36:13,50 	she finds a sticky note from someone attached to one discs box.
THE_VOW.srt 	THE_VOW_DVS345 	00:46:52,00 --> 00:46:59,50 	someone finds someone on the phone in his office.
THE_VOW.srt 	THE_VOW_DVS496 	01:09:55,00 --> 01:10:01,50 	someone smiles up at him sweetly, and his parted lips find hers.
THE_VOW.srt 	THE_VOW_DVS499 	01:10:04,00 --> 01:10:10,50 	someones hand finds his cheek and caresses it softly.
THE_VOW.srt 	THE_VOW_DVS567 	01:18:18,00 --> 01:18:23,50 	someone finds someone staring at him, stunned.
THE_VOW.srt 	THE_VOW_DVS616 	01:24:35,00 --> 01:24:40,50 	and finds the stray cat perched on the trash bin.
THE_VOW.srt 	THE_VOW_DVS629 	01:26:14,00 --> 01:26:20,50 	now someone finds her mother gardening in front of the house.
THE_VOW.srt 	THE_VOW_DVS682 	01:35:17,00 --> 01:35:27,50 	rifling through an unpacked box, someone finds the someone mnemonic menu with her vows written on it.
THE_VOW.srt 	THE_VOW_DVS689 	01:36:09,00 --> 01:36:15,50 	he finds a note written on a menu taped to the glass.
THE_WATCH.srt 	THE_WATCH_DVS83 	00:10:51,00 --> 00:10:55,50 	the announcer finds a 20.
THE_WATCH.srt 	THE_WATCH_DVS259 	00:48:34,00 --> 00:48:39,50 	someone finds an abandoned cellphone on the ground and picks it up.
THE_WATCH.srt 	THE_WATCH_DVS342 	00:59:50,00 --> 00:59:55,50 	inside, he finds someone in lingerie.
THE_WATCH.srt 	THE_WATCH_DVS470 	01:24:53,00 --> 01:24:59,50 	someone and someone kneel at someone's side, finding a wound in his midsection.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS46 	00:12:29,00 --> 00:12:35,50 	she finds a note on the bed reading, michelle, it was fun.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS77 	00:23:17,00 --> 00:23:23,50 	now someone returns home to find bare walls and empty shelves.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS113 	00:33:16,00 --> 00:33:22,50 	later, someone arrives at home to find it completely redecorated.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS260 	01:08:50,00 --> 01:08:54,50 	he finds someone harvey's book.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS368 	01:28:47,00 --> 01:28:53,50 	waking up, she finds a note in the vacant spot beside her.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS373 	01:29:08,00 --> 01:29:16,50 	finding a photo of someone as a boy, dressed in a football uniform and posing on one knee, she picks it up.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS375 	01:29:23,00 --> 01:29:28,50 	she finds a copy of someone harvey's book.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS400 	01:34:33,00 --> 01:34:39,50 	a sticky note on it reads, found this with your stuff.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS402 	01:34:40,00 --> 01:34:50,50 	between its pages, he finds a printout of his unsubmitted rsum where the words, blah, blah, blah, filled the blurb for the professional development section.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS543 	01:57:19,00 --> 01:57:24,50 	high-fiving, the pros find someone amid their huddle.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS34 	00:04:20,00 --> 00:04:35,50 	the rugged heinrich finds the patch of fabric torn from someone's suit, still in his brother's clinched hand.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS100 	00:15:40,00 --> 00:15:49,50 	someone steps around her computer and finds in itsfate.net profile with her picture and the headline, come and get it boys.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS102 	00:16:30,00 --> 00:16:35,50 	someone finds someone's profile.
THOR.srt 	THOR_DVS527 	01:24:31,00 --> 01:24:37,50 	someone and someone find someone amid the rubble and help him to his feet.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS88 	00:10:29,00 --> 00:10:35,50 	as he lies still, his hands find a glowing document under the pillow.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS147 	00:17:57,00 --> 00:18:04,50 	as someone fetches it, someone finds an elderly fairy in a cardigan descending a ladder.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS187 	00:24:52,00 --> 00:24:57,50 	finding nothing, he relaxes.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS224 	00:28:34,00 --> 00:28:41,50 	in the kitchen, light flashes and someone finds himself in his tooth fairy uniform.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS279 	00:34:35,00 --> 00:34:40,50 	creeping further under the pillow, he finds a tooth.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS372 	00:40:48,00 --> 00:40:54,50 	the players burst into the stall and find it empty.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS631 	01:09:45,00 --> 01:09:50,50 	he finds someone and the kids waiting in the parking lot.
TRUE_GRIT.srt 	TRUE_GRIT_DVS129 	00:33:35,00 --> 00:33:40,50 	she finds the chinese grocery store owner lying in bed.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS403 	00:49:25,00 --> 00:49:32,50 	now someone finds a blank gift bag, stuffed with purple tissue paper, on her welcome mat.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS405 	00:49:32,00 --> 00:49:37,50 	finding the card, she steps back inside.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS409 	00:49:55,00 --> 00:50:00,50 	someone finds a purple box in the gift bag.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS614 	01:21:32,00 --> 01:21:37,50 	someone finds someone waiting for her.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS66 	00:12:11,00 --> 00:12:19,50 	now, someone pushes open someone's bedroom door and finds his son asleep on top of the covers.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS80 	00:13:01,00 --> 00:13:06,50 	someone finds a drawing filling up both sides.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS107 	00:17:26,00 --> 00:17:35,50 	then find someone riding on her father's shoulders, aiming her camera at the quaint two-story colonial house.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS121 	00:20:21,00 --> 00:20:27,50 	they find someone feeding crackers to peacocks.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS201 	00:34:01,00 --> 00:34:11,50 	he finds the staff in a dining room, adorned with a framed photo of someone warhol, as well as memorabilia of 	maccready's daredevil past,
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS247 	00:40:18,00 --> 00:40:27,50 	tucked inside the brown paper, he finds a cheerful drawing of a smiling sun wearing shades.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS288 	00:45:36,00 --> 00:45:43,50 	tickling someone, someone finds the old sweatshirt under the covers.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS402 	01:03:25,00 --> 01:03:33,50 	reaching inside, he finds a receipt for a safe deposit box bearing someone's name.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS595 	01:30:49,00 --> 01:30:59,50 	flipping through the drawings, someone next finds a detailed illustration of a fly with pincers and a toothy maniacal 	grin.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS597 	01:30:59,00 --> 01:31:07,50 	continuing to the next drawing, he finds a portrait of spar's face.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS763 	01:48:34,00 --> 01:48:41,50 	the zoo owner rolls over and finds sunlight peeking in between his curtains.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS771 	01:50:06,00 --> 01:50:13,50 	someone peers down the dirt road, but finds no sign of visitors.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS774 	01:50:33,00 --> 01:50:39,50 	he finds a massive tree blocking the road.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS777 	01:50:46,00 --> 01:50:53,50 	on the other side, they find a crowd waiting by a line of cars.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS792 	01:52:33,00 --> 01:52:41,50 	as he smiles at passing patrons, his gaze finds the home depot cashier in the crowd.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS89 	00:07:54,00 --> 00:08:02,50 	finding the elevator out of service, she heads up the winding rectangular staircase.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS148 	00:18:54,00 --> 00:19:01,50 	someone's gaze sweeps down his body and finds him naked from the waist down.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS395 	00:57:18,00 --> 00:57:24,50 	she gazes up at the landing and finds it empty.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS456 	01:03:15,00 --> 01:03:22,50 	he scans the empty arena, but finds only someone's red dress hanging from the hoop.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS569 	01:17:38,00 --> 01:17:42,50 	they find her in the living room.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS585 	01:20:13,00 --> 01:20:18,50 	where we find someone standing alone.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS603 	01:21:35,00 --> 01:21:42,50 	now we drift over trees to find an immaculately kept lawn set up for a wedding.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS681 	01:34:09,00 --> 01:34:15,50 	at a valet station, she finds the keys of several parked cars.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS734 	01:37:20,00 --> 01:37:30,50 	someone runs forward, but finds her path blocked by the crowded dance floor.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS38 	00:02:43,00 --> 00:02:51,50 	finding light spilling from an open door, he ventures through and finds a woman at a refrigerator.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS38 	00:02:43,00 --> 00:02:51,50 	finding light spilling from an open door, he ventures through and finds a woman at a refrigerator.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS249 	00:19:06,00 --> 00:19:11,50 	among the files, she finds a document typed in russian.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS262 	00:20:12,00 --> 00:20:20,50 	in the study, the agent peeks through a gap between the bookcases and finds someone standing over someone.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS406 	00:34:19,00 --> 00:34:27,50 	our view sinks beneath the water to find a hatch in the yacht's underside releasing a submarine.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS457 	00:40:07,00 --> 00:40:13,50 	we drift back and find the sub in the midst of a frozen sea.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS488 	00:44:15,00 --> 00:44:22,50 	now someone, someone, and someone find someone inside the transmitter's spherical room.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS497 	00:45:34,00 --> 00:45:40,50 	someone finds a girl being examined by an eye doctor.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS532 	00:48:53,00 --> 00:49:01,50 	entering a room covered in mirrored panels, someone finds someone staring down at a waist-high nuclear reactor.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS586 	00:54:58,00 --> 00:55:08,50 	throwing open its doors, he finds it empty.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS630 	00:58:26,00 --> 00:58:34,50 	bursting into the room, someone and someone find the mustached general fondling his imaginary woman.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS786 	01:10:07,00 --> 01:10:12,50 	they find the remaining teens on a bench.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1022 	01:32:08,00 --> 01:32:14,50 	and finds the five mutants staring up at the shuttle.
ZOMBIELAND.srt 	ZOMBIELAND_DVS162 	00:16:21,00 --> 00:16:29,50 	later, someone wakes to find himself seemingly alone.
ZOMBIELAND.srt 	ZOMBIELAND_DVS220 	00:23:58,00 --> 00:24:03,50 	finding an exit door, someone props it open with a box.
ZOMBIELAND.srt 	ZOMBIELAND_DVS221 	00:24:05,00 --> 00:24:13,50 	in the back, someone finds the young woman comforting a 12 year old girl.
ZOMBIELAND.srt 	ZOMBIELAND_DVS244 	00:25:59,00 --> 00:26:06,50 	stepping back, someone checks the double barrel chamber and finds it fully loaded.
ZOMBIELAND.srt 	ZOMBIELAND_DVS283 	00:32:11,00 --> 00:32:18,50 	as someone nears the escalade, he finds the word, help, painted on the side, using the 3 as an help.
ZOMBIELAND.srt 	ZOMBIELAND_DVS288 	00:32:29,00 --> 00:32:35,50 	he finds it empty and bends over to survey the undercarriage.
ZOMBIELAND.srt 	ZOMBIELAND_DVS314 	00:35:30,00 --> 00:35:36,50 	little someone finds the ring outside.
ZOMBIELAND.srt 	ZOMBIELAND_DVS744 	01:20:17,00 --> 01:20:23,50 	he enters to find someone destroying the store.
ZOMBIELAND.srt 	ZOMBIELAND_DVS753 	01:20:51,00 --> 01:21:01,50 	someone watches as someone finds a box with a twinkies label and a hole blown out of its side.
ZOOKEEPER.srt 	ZOOKEEPER_DVS79 	00:15:13,00 --> 00:15:20,50 	swinging it open, he finds a power box inside and
ZOOKEEPER.srt 	ZOOKEEPER_DVS85 	00:18:54,00 --> 00:19:02,50 	the next day, someone peers into someone's pit to find someone hanging a giant whiffle ball from the tree.
ZOOKEEPER.srt 	ZOOKEEPER_DVS107 	00:22:14,00 --> 00:22:41,50 	the next morning at the zoo, someone peeks into the lion enclosure and finds someone lying on his haunches.
ZOOKEEPER.srt 	ZOOKEEPER_DVS113 	00:23:28,00 --> 00:23:34,50 	exiting through a gate, he finds someone the lion waiting for him.
ZOOKEEPER.srt 	ZOOKEEPER_DVS223 	00:50:47,00 --> 00:50:55,50 	returns from his game of pool and finds someone slow dancing with a blonde secretary in his arms.
ZOOKEEPER.srt 	ZOOKEEPER_DVS307 	01:07:50,00 --> 01:07:56,50 	finding someone outside, he rolls down his window.
