21_JUMP_STREET.srt 	21_JUMP_STREET_DVS148 	00:23:28,00 --> 00:23:37,50 	looking head someone stares.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS450 	01:08:43,00 --> 01:08:49,50 	someone stares at his brother then looks down at someone.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS454 	01:09:55,00 --> 01:10:01,50 	someone stares at his brother then looks down at the pool with a thoughtful smile.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS477 	01:12:16,00 --> 01:12:23,50 	someone sits with his hands on his knees, staring with a furrowed brow.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS484 	01:13:31,00 --> 01:13:38,50 	someone stares then swaps awkward smiles with saskia.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS489 	01:14:46,00 --> 01:14:51,50 	he stares at her then averts his gaze.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS594 	01:28:18,00 --> 01:28:24,50 	he stares in her direction.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS638 	01:31:41,00 --> 01:31:50,50 	he steps into the closet, stares at the bare shelves then collapses to his knees and bows his head to the floor.
SALT.srt 	SALT_DVS22 	00:03:52,00 --> 00:04:37,50 	she strides toward the civilian who stares anxiously at her injured face.
SALT.srt 	SALT_DVS179 	00:30:51,00 --> 00:31:05,50 	staring at the dog, she remembers a butterfly soaring over someone's head in a pavilion filled with lush vegetation.
SALT.srt 	SALT_DVS330 	00:59:03,00 --> 00:59:13,50 	as the young girl stares longingly after him, a smooth featured man strides up.
SALT.srt 	SALT_DVS353 	01:03:00,00 --> 01:03:11,50 	someone mashes his teeth around his gag as he stares pleadingly at his wife.
SALT.srt 	SALT_DVS377 	01:07:17,00 --> 01:07:26,50 	she stares at the dark shimmering water flooding the chamber below.
SALT.srt 	SALT_DVS382 	01:08:10,00 --> 01:08:14,50 	she stares at him blankly.
SALT.srt 	SALT_DVS481 	01:22:52,00 --> 01:23:00,50 	someone stares into her pleading eyes.
SALT.srt 	SALT_DVS517 	01:28:45,00 --> 01:28:51,50 	he stares after her.
SALT.srt 	SALT_DVS552 	01:35:20,00 --> 01:35:28,50 	he stares into the water.
SANCTUM.srt 	SANCTUM_DVS373 	01:14:20,00 --> 01:14:30,50 	now, as someone coils a handful of rope, he glances at someone who stares off with a stunned gaze, his head propped on his hand.
SANCTUM.srt 	SANCTUM_DVS375 	01:14:37,00 --> 01:14:47,50 	his son sits on a ledge, his mouth set in a line and his eyes staring blankly.
SANCTUM.srt 	SANCTUM_DVS416 	01:20:34,00 --> 01:20:39,50 	someone stares off.
SANCTUM.srt 	SANCTUM_DVS492 	01:31:03,00 --> 01:31:10,50 	someone's light falls on someone's body, her eyes staring lifelessly.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS78 	00:05:56,00 --> 00:06:00,50 	she stares vacantly.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS111 	00:07:36,00 --> 00:07:41,50 	as she gets closer, she stares at the floor.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS197 	00:14:22,00 --> 00:14:28,50 	the stern-faced woman stares down at the seated girl.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS310 	00:20:38,00 --> 00:20:43,50 	someone sits at her car, staring off absently.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS559 	00:37:21,00 --> 00:37:27,50 	who stares off thoughtfully with an infant strapped to her back.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS999 	01:05:18,00 --> 01:05:25,50 	staring off, she shifts her attention to the traffic ahead and pulls her car forward.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1189 	01:20:25,00 --> 01:20:31,50 	she stares off with a dazed, stricken expression.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1376 	01:33:53,00 --> 01:33:58,50 	brow creased, someone stares down at her weakened sister.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1405 	01:35:37,00 --> 01:35:44,50 	now, tears shine in someone's eyes as she stares off with a distant expression.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1416 	01:36:19,00 --> 01:36:24,50 	she lowers the sheet of paper and stares off.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1478 	01:39:41,00 --> 01:39:46,50 	staring at the ceiling, someone gives a weary blink.
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS135 	00:25:25,00 --> 00:25:33,50 	he stares after someone.
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS184 	00:36:04,00 --> 00:36:13,50 	someone stares down at the someone.
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS189 	00:36:54,00 --> 00:37:01,50 	one of the cops stares at someone, who tips his hat.
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS257 	00:51:55,00 --> 00:52:02,50 	someone ducks, then stares.
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS432 	01:32:14,00 --> 01:32:23,50 	someone stares up at a tall antenna.
SOUL_SURFER.srt 	SOUL_SURFER_DVS156 	00:46:44,00 --> 00:46:48,50 	starring at the animal's jag.
SOUL_SURFER.srt 	SOUL_SURFER_DVS211 	01:08:33,00 --> 01:08:39,50 	she stares off blankly.
SOUL_SURFER.srt 	SOUL_SURFER_DVS232 	01:11:41,00 --> 01:11:51,50 	the dispirited woman stares back, her gaze broken.
SPARKLE_2012.srt 	SPARKLE_2012_DVS318 	00:52:35,00 --> 00:52:42,50 	she stares out for a moment toward her oldest daughter, then gently closes the front door.
SPARKLE_2012.srt 	SPARKLE_2012_DVS387 	01:04:41,00 --> 01:04:48,50 	in the living room, someone sits on the couch with her hands in her lap, staring straight ahead.
SPARKLE_2012.srt 	SPARKLE_2012_DVS581 	01:35:04,00 --> 01:35:13,50 	someone glares reproachfully at someone, who stares ahead with an uncaring expression as her daughter leaves the house.
SUPER_8.srt 	SUPER_8_DVS58 	00:08:51,00 --> 00:08:56,50 	someone stares at his father who looks away.
SUPER_8.srt 	SUPER_8_DVS73 	00:11:21,00 --> 00:11:30,50 	her reflection appears in a rear-view mirror as she stares at someone in the backseat.
SUPER_8.srt 	SUPER_8_DVS91 	00:15:13,00 --> 00:15:21,50 	the tall bespectacled someone wearing a suit, tie, and brimmed hat stares trance-like at someone.
SUPER_8.srt 	SUPER_8_DVS205 	00:35:40,00 --> 00:35:46,50 	the clerk stares at his book as sheriff throws a candy bar at his head,
SUPER_8.srt 	SUPER_8_DVS262 	00:44:32,00 --> 00:44:40,50 	he turns and stares toward the adjacent junkyard which is obscured behind trees then returns to his repairs.
SUPER_8.srt 	SUPER_8_DVS278 	00:48:30,00 --> 00:48:35,50 	someone turns and stares at someone.
SUPER_8.srt 	SUPER_8_DVS287 	00:51:37,00 --> 00:51:42,50 	someone stares blankly at someone.
SUPER_8.srt 	SUPER_8_DVS292 	00:53:14,00 --> 00:53:20,50 	tears well up in someone's eyes as he stares at his father.
SUPER_8.srt 	SUPER_8_DVS293 	00:53:21,00 --> 00:53:26,50 	someone's face twitches as he stares back then turns and leaves.
SUPER_8.srt 	SUPER_8_DVS311 	00:55:24,00 --> 00:55:30,50 	covered in cuts and bandages someone stares up at him.
SUPER_8.srt 	SUPER_8_DVS347 	01:02:14,00 --> 01:02:20,50 	someone gulps and glances at someone then stares at the hole again.
SUPER_8.srt 	SUPER_8_DVS431 	01:17:55,00 --> 01:17:59,50 	someone turns and stares at someone.
SUPER_8.srt 	SUPER_8_DVS536 	01:29:53,00 --> 01:29:58,50 	someone turns to someone who stares straight ahead,
SUPER_8.srt 	SUPER_8_DVS596 	01:37:40,00 --> 01:37:44,50 	the creature stares at someone.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS57 	00:08:28,00 --> 00:08:34,50 	the bearded man narrows his eyes as he stares after someone.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS318 	00:49:19,00 --> 00:49:24,50 	someone stares up at puffy white clouds.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS444 	01:04:47,00 --> 01:04:55,50 	on the burning ship the pirate stares down at sir someone who raises his sword against an attacker.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS693 	01:32:46,00 --> 01:32:52,50 	someone caresses one of the nearby bottles, then stares at someone.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS26 	00:05:55,00 --> 00:06:14,50 	with parted lips he stares through the chain linked fence toward a highway and a distant bridge spanning the nearby river.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS128 	00:29:00,00 --> 00:29:05,50 	someone stares past someone and frowns.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS225 	00:43:21,00 --> 00:43:26,50 	nodding, someone stares down at the table.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS228 	00:44:34,00 --> 00:44:38,50 	staring at someone, he gives a faint sad smile.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS231 	00:44:51,00 --> 00:44:57,50 	starring into someone's eyes, someone gives a tiny nod.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS238 	00:46:20,00 --> 00:46:27,50 	she averts her gaze as someone stares crestfallen, someone leans toward him.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS244 	00:47:04,00 --> 00:47:11,50 	someone stares back angrily.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS246 	00:47:15,00 --> 00:47:23,50 	staring after him she shakes her head then storms off in the opposite direction.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS272 	00:52:18,00 --> 00:52:31,50 	in class, someone stares out a window at a neighboring building.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS311 	00:59:11,00 --> 00:59:18,50 	someone's chin furrows sadly as he stares at his mentor.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS328 	01:03:55,00 --> 01:04:02,50 	someone's mouth creases as she stares at him remorsefully.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS332 	01:04:23,00 --> 01:04:45,50 	he stares at the daunting stack of folders and assignment books for a moment then turns on a lamp and opens up his laptop.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS335 	01:05:17,00 --> 01:05:29,50 	later, someone sets up a blank canvas on an easel and stares at it.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS365 	01:11:51,00 --> 01:11:57,50 	he stares off, his lips pursed in a thoughtful pout.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS286 	00:53:26,00 --> 00:53:34,50 	someone winces, stifling tears, then stares off.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS398 	01:15:35,00 --> 01:15:40,50 	staring at her intently, he nods.
THE_CALL.srt 	THE_CALL_DVS150 	00:12:27,00 --> 00:12:33,50 	the stern-faced woman stares at the door and takes a heavy breath.
THE_CALL.srt 	THE_CALL_DVS174 	00:14:06,00 --> 00:14:16,50 	she stares at the main display and the green ready icon in the center of the interface.
THE_CALL.srt 	THE_CALL_DVS189 	00:15:18,00 --> 00:15:24,50 	her coworker stands and stares with her gaze fixed ahead.
THE_CALL.srt 	THE_CALL_DVS571 	00:43:49,00 --> 00:43:54,50 	the kidnapper's face calms as he stares straight ahead.
THE_CALL.srt 	THE_CALL_DVS757 	00:57:28,00 --> 00:57:33,50 	someone stares wide-eyed at her computer screen.
THE_CALL.srt 	THE_CALL_DVS758 	00:57:30,00 --> 00:57:36,50 	someone's smiling dmv photo stares back.
THE_CALL.srt 	THE_CALL_DVS806 	01:01:13,00 --> 01:01:19,50 	with a concerned gaze, he stares off and lowers his walkie.
THE_CALL.srt 	THE_CALL_DVS854 	01:05:03,00 --> 01:05:10,50 	someone flashes a tight smile as someone stares with a horrified gaze.
THE_CALL.srt 	THE_CALL_DVS936 	01:11:49,00 --> 01:11:57,50 	now, someone exits the cottage and stares out into the darkness with the flashlight at her side.
THE_CALL.srt 	THE_CALL_DVS965 	01:14:03,00 --> 01:14:07,50 	someone stares down at it,
THE_CALL.srt 	THE_CALL_DVS993 	01:16:06,00 --> 01:16:13,50 	someone stares off, then picks up a large bucket and goes back to the well-lit room.
THE_CALL.srt 	THE_CALL_DVS1002 	01:16:52,00 --> 01:16:57,50 	he stares downward by the door and stills himself.
THE_CALL.srt 	THE_CALL_DVS1018 	01:17:48,00 --> 01:17:52,50 	he stares at the wig form.
THE_CALL.srt 	THE_CALL_DVS1030 	01:18:38,00 --> 01:18:44,50 	someone's eye stares fixedly from the narrow space behind the door.
THE_CALL.srt 	THE_CALL_DVS1044 	01:19:12,00 --> 01:19:16,50 	he stares intently in her direction.
THE_CALL.srt 	THE_CALL_DVS1134 	01:25:28,00 --> 01:25:33,50 	she stares wide-eyes at her rescuer.
THE_CALL.srt 	THE_CALL_DVS1157 	01:26:48,00 --> 01:26:53,50 	she stares him down and nods.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS19 	00:02:44,00 --> 00:02:51,50 	her square-jawed husband stares grimly at her over his reading glasses.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS194 	00:31:28,00 --> 00:31:32,50 	someone stares wide-eyed at someone.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS454 	01:08:17,00 --> 01:08:24,50 	someone returns the gesture, then halts and stares back at him.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS458 	01:08:31,00 --> 01:08:38,50 	someone works his way up to a sprint, staring at someone through wild eyes.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS517 	01:14:58,00 --> 01:15:02,50 	someone stares confusedly.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS526 	01:17:08,00 --> 01:17:13,50 	he stares off with glistening eyes.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS575 	01:25:41,00 --> 01:25:47,50 	now, on the flight back, someone stares off pensively.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS610 	01:30:09,00 --> 01:30:15,50 	someone scowls at his father-in-law, then stares off bitterly.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS674 	01:34:26,00 --> 01:34:33,50 	now, someone stares off with doleful eyes as he sits at a table.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS726 	01:42:01,00 --> 01:42:07,50 	she stares down at someone's frozen, slack-jawed expression.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS748 	01:44:40,00 --> 01:44:47,50 	our view drifts to someone's weary face as he stares across the room.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS82 	00:08:53,00 --> 00:08:58,50 	she stares through darkly lined eyes.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS256 	00:31:01,00 --> 00:31:06,50 	someone stares across the property.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS310 	00:37:17,00 --> 00:37:21,50 	she stares off.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS352 	00:42:22,00 --> 00:42:26,50 	he stares.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS369 	00:45:32,00 --> 00:45:38,50 	as he stares down at her she continues to avoid his gaze.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS380 	00:46:10,00 --> 00:46:15,50 	he stares down at her, his expression hardening.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS409 	00:47:53,00 --> 00:48:00,50 	as the view descends, showing her upside down, she stares vacantly.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS826 	01:34:26,00 --> 01:34:32,50 	then stares at the now extensive family tree on the wall.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS856 	01:36:10,00 --> 01:36:16,50 	its black and white view shows the young woman staring up at it.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS958 	01:46:19,00 --> 01:46:25,50 	the matronly woman stays put staring at her.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1006 	01:49:16,00 --> 01:49:21,50 	staring grimly at it someone backtracks towards the cottage.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1062 	01:52:37,00 --> 01:52:44,50 	later, arriving in another room he pauses and stares past a glass cabinet displaying an impressive wine collection.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1142 	01:59:17,00 --> 01:59:24,50 	someone grasps it in his tightly restrained hand and stares down at it.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1412 	02:31:42,00 --> 02:31:46,50 	she stares off.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS56 	00:15:48,00 --> 00:15:54,50 	someone stares at his mom for a moment, then squeezes his eyes shut.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS100 	00:34:50,00 --> 00:34:55,50 	someone blinks, then stares up at the ceiling.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS155 	00:53:08,00 --> 00:53:14,50 	then goes back to staring listlessly out the window.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS276 	01:31:17,00 --> 01:31:23,50 	someone takes out his cell phone and stares at it, waiting.
THE_SITTER.srt 	THE_SITTER_DVS8 	00:06:33,00 --> 00:06:39,50 	she tilts her head staring meaningfully at someone.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS78 	00:22:40,00 --> 00:22:45,50 	the sandwich to someone, who stares at photos on a wall.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS205 	01:20:53,00 --> 01:20:58,50 	someone stares off at the dance floor.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS259 	01:39:48,00 --> 01:39:53,50 	someone stares back stonily.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS324 	01:54:03,00 --> 01:54:07,50 	he stares at it.
THE_VOW.srt 	THE_VOW_DVS230 	00:29:50,00 --> 00:29:56,50 	staring ahead, someones features twist in a remorseful someone.
THE_VOW.srt 	THE_VOW_DVS236 	00:30:11,00 --> 00:30:17,50 	on the couch, someone stares off with a melancholy gaze.
THE_VOW.srt 	THE_VOW_DVS342 	00:46:30,00 --> 00:46:35,50 	someone stares off thoughtfully.
THE_VOW.srt 	THE_VOW_DVS368 	00:52:12,00 --> 00:52:17,50 	she stares after him.
THE_VOW.srt 	THE_VOW_DVS442 	01:02:16,00 --> 01:02:21,50 	he stares at her groomed and lightened tresses.
THE_VOW.srt 	THE_VOW_DVS567 	01:18:18,00 --> 01:18:23,50 	someone finds someone staring at him, stunned.
THE_VOW.srt 	THE_VOW_DVS594 	01:23:06,00 --> 01:23:12,50 	someone stares off, tears welling in his deep set eyes.
THE_VOW.srt 	THE_VOW_DVS652 	01:30:40,00 --> 01:30:44,50 	folding them she stares off.
THE_VOW.srt 	THE_VOW_DVS665 	01:32:50,00 --> 01:32:58,50 	now someone sits on a bench on the law schools quad and stares into the distance.
THE_VOW.srt 	THE_VOW_DVS697 	01:37:14,00 --> 01:37:19,50 	he stares at her radiant smile.
THE_WATCH.srt 	THE_WATCH_DVS265 	00:49:24,00 --> 00:49:29,50 	staring at the creature, someone slowly stands.
THE_WATCH.srt 	THE_WATCH_DVS334 	00:57:52,00 --> 00:57:59,50 	the boy stares at his ice cream cone.
THE_WATCH.srt 	THE_WATCH_DVS337 	00:58:44,00 --> 00:58:52,50 	someone notices piles of batteries in someone's cart, then stares into his neighbor's brown eyes.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS346 	01:24:55,00 --> 01:24:59,50 	she stares, her jaw slack.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS416 	01:36:23,00 --> 01:36:28,50 	at an open house, someone stares off sadly.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS425 	01:37:40,00 --> 01:37:44,50 	he stares at his phone.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS428 	01:39:14,00 --> 01:39:22,50 	as they clink their shots, someone stares off with wistful eyes.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS483 	01:48:25,00 --> 01:48:31,50 	as she eats, someone stares off with a distant look.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS512 	01:53:37,00 --> 01:53:42,50 	he stares slack-jawed.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS32 	00:04:11,00 --> 00:04:18,50 	as someone climbs back onto the helipad, someone stares down at the destruction.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS78 	00:13:07,00 --> 00:13:14,50 	as someone faces him, the aggressive father stares into his eyes.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS300 	00:54:52,00 --> 00:55:03,50 	he swings away, leaving the kids staring from the bunker windows.
THOR.srt 	THOR_DVS78 	00:10:33,00 --> 00:10:38,50 	smiling, someone stares up at king someone.
THOR.srt 	THOR_DVS141 	00:20:58,00 --> 00:21:03,50 	someone stares at his brother then pulls his arm free,
THOR.srt 	THOR_DVS207 	00:28:08,00 --> 00:28:14,50 	someone stares at his son then slowly lowers his eyes.
THOR.srt 	THOR_DVS211 	00:29:05,00 --> 00:29:11,50 	someone stares into someone's eyes, then steps back a few paces.
THOR.srt 	THOR_DVS225 	00:30:17,00 --> 00:30:23,50 	someone stares up at someone backlit by the truck's headlights.
THOR.srt 	THOR_DVS272 	00:36:23,00 --> 00:36:28,50 	as he stares at the crater, then takes out a cell phone.
THOR.srt 	THOR_DVS321 	00:47:43,00 --> 00:47:49,50 	someone glances at someone, then stares straight ahead.
THOR.srt 	THOR_DVS332 	00:49:43,00 --> 00:49:47,50 	staring at someone.
THOR.srt 	THOR_DVS389 	00:57:53,00 --> 00:58:02,50 	standing over the motionless agent, someone wipes his muddy forearm across his chin, then stares at someone's silhouette.
THOR.srt 	THOR_DVS391 	00:58:18,00 --> 00:58:24,50 	standing in the rain, agent someone stares down at him.
THOR.srt 	THOR_DVS395 	00:58:57,00 --> 00:59:05,50 	someone staggers backward while staring at his hands, then faces skyward and squints into the falling rain.
THOR.srt 	THOR_DVS673 	01:40:32,00 --> 01:40:37,50 	someone stares up at his father.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS326 	00:37:59,00 --> 00:38:09,50 	he steps out of the gangway and stares disbelievingly.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS695 	01:16:58,00 --> 01:17:02,50 	someone stares slack-jawed.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS890 	01:34:00,00 --> 01:34:05,50 	she stares, then rolls her head in a double take.
TRUE_GRIT.srt 	TRUE_GRIT_DVS48 	00:08:19,00 --> 00:08:25,50 	someone stares at a dark exposed hand.
TRUE_GRIT.srt 	TRUE_GRIT_DVS122 	00:32:05,00 --> 00:32:09,50 	he stares at her.
TRUE_GRIT.srt 	TRUE_GRIT_DVS123 	00:32:35,00 --> 00:32:42,50 	wearing dirty combinations, someone lies on the scruffy bed staring at someone.
TRUE_GRIT.srt 	TRUE_GRIT_DVS210 	00:44:15,00 --> 00:44:20,50 	the two kids sit staring at someone through narrowed eyes.
TRUE_GRIT.srt 	TRUE_GRIT_DVS226 	00:48:12,00 --> 00:48:17,50 	he stares at the dark, deathly face framed by matted hair.
TRUE_GRIT.srt 	TRUE_GRIT_DVS241 	00:50:24,00 --> 00:50:29,50 	staring at dense tangled bushes
TRUE_GRIT.srt 	TRUE_GRIT_DVS332 	01:10:15,00 --> 01:10:23,50 	someone just stares at someone who goes to get more cornbread from his saddle bag.
TRUE_GRIT.srt 	TRUE_GRIT_DVS362 	01:14:20,00 --> 01:14:24,50 	someone sits staring at him.
TRUE_GRIT.srt 	TRUE_GRIT_DVS492 	01:33:03,00 --> 01:33:08,50 	breathless, she stares up through the narrow cave mouth.
TRUE_GRIT.srt 	TRUE_GRIT_DVS581 	01:41:05,00 --> 01:41:10,50 	someone stares out of a train window.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS650 	01:30:30,00 --> 01:30:35,50 	someone stares into his eyes.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS54 	00:10:18,00 --> 00:10:29,50 	the 	teen stares back at him broodingly.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS83 	00:13:22,00 --> 00:13:27,50 	he stares at his weary defeated reflection.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS148 	00:25:34,00 --> 00:25:45,50 	someone stares curiously at the welcoming stranger inside the restaurant.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS198 	00:33:49,00 --> 00:33:56,50 	meanwhile, someone lies in bed staring at a framed photo of himself with his mother.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS322 	00:52:23,00 --> 00:52:29,50 	someone stares at his hand, which he wags slowly.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS379 	01:00:14,00 --> 01:00:23,50 	sitting at the bar, someone stares off with a troubled look,
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS387 	01:01:15,00 --> 01:01:25,50 	lifting his head, he looks over and finds her swirling her fingers over the flashlight, as she stares at the sky with a 	dreamy expression.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS439 	01:08:59,00 --> 01:09:05,50 	as he stares at the bank statements in his hands, someone bridles.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS533 	01:21:18,00 --> 01:21:25,50 	he releases her hand and they both sit quietly, staring into the darkness.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS549 	01:25:44,00 --> 01:25:50,50 	his father stares at his tearful savage glare.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS561 	01:27:09,00 --> 01:27:14,50 	he stares out at someone.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS566 	01:27:30,00 --> 01:27:37,50 	turning, someone finds his son staring in at him timidly.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS620 	01:32:25,00 --> 01:32:30,50 	someone stares tearfully at the photo.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS629 	01:33:29,00 --> 01:33:36,50 	he wets his lips as he stares longingly at the passing vision of his wife.
