21_JUMP_STREET.srt 	21_JUMP_STREET_DVS61 	00:06:17,00 --> 00:06:24,50 	reaching their destination, they climb off their bikes and lower their kickstands.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS42 	00:07:25,00 --> 00:07:33,50 	reaching a corner, she leans on a railing and peers over the edge.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS68 	00:13:42,00 --> 00:13:46,50 	he reaches for his pocket.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS87 	00:16:56,00 --> 00:17:05,50 	as she turns the corner, someone reaches the white door frame at the bottom of the stairs.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS159 	00:32:39,00 --> 00:32:50,50 	reaching his suv, he ends the call and gets in.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS282 	00:52:48,00 --> 00:52:57,50 	she grabs up her purse and glares at him, then stalks around to the passenger door and reaches for the handle.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS285 	00:53:13,00 --> 00:53:20,50 	as she reaches for the handle, the car lurches forward.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS315 	00:57:35,00 --> 00:57:53,50 	reaching a grassy field, it tumbles onto its side.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS395 	01:15:16,00 --> 01:15:26,50 	reaching another door, they find a lavender heart-shaped sign that reads, bliss in rosy cursive letters.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS585 	01:45:52,00 --> 01:46:00,50 	someone reaches through them and wraps her arms around someone's neck.
THE_CALL.srt 	THE_CALL_DVS93 	00:07:43,00 --> 00:07:51,50 	a man reaches into the broken window as someone goes to the stairs.
THE_CALL.srt 	THE_CALL_DVS164 	00:13:30,00 --> 00:13:34,50 	she reaches for the radio dial.
THE_CALL.srt 	THE_CALL_DVS407 	00:31:50,00 --> 00:32:08,50 	the kidnapper reaches for the radio.
THE_CALL.srt 	THE_CALL_DVS633 	00:49:46,00 --> 00:49:51,50 	she reaches into his breast pocket and removes a wallet.
THE_CALL.srt 	THE_CALL_DVS692 	00:53:18,00 --> 00:53:27,50 	someone glances between them as the attendant reaches for the handle.
THE_CALL.srt 	THE_CALL_DVS796 	01:00:27,00 --> 01:00:32,50 	someone reaches for his walkie.
THE_CALL.srt 	THE_CALL_DVS862 	01:05:28,00 --> 01:05:34,50 	in the hall, someone reaches a dead end and backtracks.
THE_CALL.srt 	THE_CALL_DVS961 	01:13:48,00 --> 01:13:54,50 	she switches the light to her other hand and reaches into her back pocket.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS183 	00:29:51,00 --> 00:29:58,50 	the family man races out of a cul-de-sac and reaches a narrow, rain-soaked road.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS186 	00:30:03,00 --> 00:30:10,50 	he reaches a hairpin curve and follows it onto a street canopied with lush trees.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS313 	00:47:16,00 --> 00:47:23,50 	reaching the foot of the bed, she glances at someone, then takes another step closer.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS377 	00:57:54,00 --> 00:58:01,50 	it reaches the summit of the tree-lined road and rolls to a stop.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS525 	01:17:04,00 --> 01:17:11,50 	reaching his table, he collapses into a chair and leans back heavily.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS734 	01:43:25,00 --> 01:43:31,50 	the middle-aged man's weary gaze grows affectionate as he reaches out to her.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS346 	00:41:57,00 --> 00:42:05,50 	as he reaches for her she rolls onto the inclined metal barrier between the ascending and descending escalators.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS370 	00:45:36,00 --> 00:45:41,50 	he reaches toward her backpack, which sits in her lap.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS385 	00:46:31,00 --> 00:46:38,50 	she shoots him a repulsed look then reaches into his pants.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS482 	00:55:17,00 --> 00:55:27,50 	he reaches in his pocket and switches off music playing in his earbuds.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS501 	00:56:43,00 --> 00:56:49,50 	someone reaches the staircase and someone steps back inside.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS773 	01:29:08,00 --> 01:29:15,50 	someone reaches around someone.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS892 	01:39:24,00 --> 01:39:30,50 	he reaches between their legs and pulls her into a kiss.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1034 	01:51:07,00 --> 01:51:12,50 	now, someone's suv reaches the island.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1051 	01:52:00,00 --> 01:52:07,50 	reaching the dining area he pauses to face a dark corridor beside him.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1078 	01:53:30,00 --> 01:53:36,50 	reaching the dining area he finds himself fully exposed by its floor to ceiling windows.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1083 	01:53:43,00 --> 01:53:49,50 	reaching a door in the corner he turns the handle.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1132 	01:58:24,00 --> 01:58:32,50 	someone reaches a steel door and halts.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1208 	02:08:04,00 --> 02:08:09,50 	as they reach the bridge someone rides up close.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1224 	02:09:04,00 --> 02:09:09,50 	the flames reach into the night sky.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1338 	02:23:30,00 --> 02:23:34,50 	he reaches for his wallet.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1360 	02:26:10,00 --> 02:26:17,50 	they reach a man's office.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS68 	00:23:02,00 --> 00:23:09,50 	someone reaches in the backseat.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS75 	00:26:33,00 --> 00:26:40,50 	someone licks a few fingers, and attempts to reach over and smooth someone's hair.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS93 	00:33:44,00 --> 00:33:51,50 	she then reaches for the bedside table and picks up a small packet.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS187 	01:02:12,00 --> 01:02:17,50 	lastly, she reaches for the shrimp cocktail.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS195 	01:04:15,00 --> 01:04:20,50 	someone reaches into his jacket
THE_SITTER.srt 	THE_SITTER_DVS49 	00:27:12,00 --> 00:27:23,50 	as the kids gawk at him, someone reaches into his pocket and takes out his cell.
THE_SITTER.srt 	THE_SITTER_DVS119 	01:05:46,00 --> 01:05:55,50 	someone reaches a locked chain linked fence.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS186 	01:12:31,00 --> 01:12:35,50 	someone reaches for someone.
THE_VOW.srt 	THE_VOW_DVS329 	00:44:02,00 --> 00:44:06,50 	they reach a table.
THE_VOW.srt 	THE_VOW_DVS464 	01:06:42,00 --> 01:06:48,50 	someone reaches for the fleck.
THE_VOW.srt 	THE_VOW_DVS546 	01:14:47,00 --> 01:14:56,50 	reaching the edge of the party, he arrives at a crenelated terrace, overlooking the citys distant gleaming skyline.
THE_VOW.srt 	THE_VOW_DVS688 	01:36:07,00 --> 01:36:12,50 	as he reaches the entrance to someone mnemonic,
THE_WATCH.srt 	THE_WATCH_DVS55 	00:06:51,00 --> 00:06:56,50 	he reaches the exit door and tries a key.
THE_WATCH.srt 	THE_WATCH_DVS302 	00:53:57,00 --> 00:54:07,50 	someone reaches the pool table.
THE_WATCH.srt 	THE_WATCH_DVS320 	00:56:18,00 --> 00:56:24,50 	he slowly reaches for her startled face.
THE_WATCH.srt 	THE_WATCH_DVS394 	01:09:31,00 --> 01:09:36,50 	she reaches for someone with a bloody hanky.
THE_WATCH.srt 	THE_WATCH_DVS418 	01:15:08,00 --> 01:15:14,50 	someone reaches out and touches someone' extended palm.
THE_WATCH.srt 	THE_WATCH_DVS495 	01:28:21,00 --> 01:28:30,50 	with someone still stepping on his throat, someone reaches up through the young man's gym shorts and grabs hold of his genitals.
THE_WATCH.srt 	THE_WATCH_DVS505 	01:29:42,00 --> 01:29:48,50 	someone reaches the orb at the top of the transmitter.
THE_WATCH.srt 	THE_WATCH_DVS514 	01:30:34,00 --> 01:31:11,50 	they all reach the ladder.
THE_WATCH.srt 	THE_WATCH_DVS520 	01:31:29,00 --> 01:31:35,50 	as they run through the store, the alien reaches through the grate.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS327 	01:22:27,00 --> 01:22:33,50 	reaching for a dish with raspberries and chocolate cake,
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS235 	00:43:17,00 --> 00:43:24,50 	reaching the main floor, someone trips then draws an ankle pistol and aims.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS237 	00:43:23,00 --> 00:43:37,50 	as someone reaches the dancer stage, someone knocks him down and falls away.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS397 	01:11:33,00 --> 01:11:40,50 	someone leans someone over a dining table and reaches into a center piece.
THOR.srt 	THOR_DVS116 	00:17:26,00 --> 00:17:36,50 	the beam of light shoots straight from the dome into the starry reaches of outer space.
THOR.srt 	THOR_DVS191 	00:25:13,00 --> 00:25:20,50 	the warriors stop at the edge of a cliff as one of the beast's clawed hands reaches up in front of them.
THOR.srt 	THOR_DVS293 	00:41:45,00 --> 00:41:51,50 	collapsing to the floor, someone reaches up toward someone then falls motionless.
THOR.srt 	THOR_DVS371 	00:56:09,00 --> 00:56:16,50 	in an armory, a man reaches for a sniper rifle then grabs a composite bow instead.
THOR.srt 	THOR_DVS392 	00:58:30,00 --> 00:58:37,50 	in slow motion, someone smiles as he reaches out and grabs the hammer's handle.
THOR.srt 	THOR_DVS402 	01:00:20,00 --> 01:00:27,50 	on asgard, someone's yellow eyes stare into the gashes reaches of outer space.
THOR.srt 	THOR_DVS652 	01:37:51,00 --> 01:37:57,50 	someone reaches down a hand, but someone vanishes and reappears behind him.
THOR.srt 	THOR_DVS683 	01:41:47,00 --> 01:41:55,50 	high above them, beyond earth's atmosphere and far across the starry reaches of space,
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS61 	00:07:49,00 --> 00:07:55,50 	someone reaches under her pillow and pulls out a dollar someone.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS268 	00:33:55,00 --> 00:34:02,50 	he reaches the top and peeks over at the boy, whose chest rises rhythmically.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS296 	00:35:52,00 --> 00:35:59,50 	someone reaches out from behind the half pipe and retrieves a tiny skateboard.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS305 	00:36:36,00 --> 00:36:43,50 	he reaches into his pouch, pulls out his cat away canister, and presses the nozzle button.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS521 	00:57:51,00 --> 00:57:57,50 	he moseys over to the bed and reaches under his son's pillow.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS595 	01:05:22,00 --> 01:05:27,50 	later, he climbs up someone to reach it.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS705 	01:18:05,00 --> 01:18:12,50 	someone reaches the center line with his teammates and exhales through pursed lips.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS741 	01:21:36,00 --> 01:21:40,50 	as someone sleeps soundly in her bed, someone's hand reaches under her pillow.
TRUE_GRIT.srt 	TRUE_GRIT_DVS499 	01:33:48,00 --> 01:33:54,50 	someone reaches out and grasps one of the mans boots,
TRUE_GRIT.srt 	TRUE_GRIT_DVS519 	01:35:13,00 --> 01:35:19,50 	he reaches someone who grimaces in pain.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS316 	00:33:31,00 --> 00:33:36,50 	she reaches for the phone.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS417 	00:50:39,00 --> 00:50:46,50 	reaching up underneath her flowing ramp dress, she slips off her white panties.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS419 	00:50:51,00 --> 00:50:58,50 	reaching underneath her dress once again, she shimmies them up to her waist.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS468 	00:57:27,00 --> 00:57:35,50 	someone reaches for it, but someone retracts it and feeds it to her himself.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS89 	00:13:51,00 --> 00:13:59,50 	reaching a bed piled high with stuffed animals, he sits on its edge and sets someone on his lap.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS170 	00:29:29,00 --> 00:29:43,50 	as they reach the low wall of a tiger 	enclosure, someone halts upon seeing the big cats and holds them in his attentive gaze.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS402 	01:03:25,00 --> 01:03:33,50 	reaching inside, he finds a receipt for a safe deposit box bearing someone's name.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS632 	01:33:42,00 --> 01:33:50,50 	later still, someone holds his wife in his arms as she reaches out to scratch someone's back.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS57 	00:04:44,00 --> 00:04:52,50 	as she reaches the other side, our view lifts to the densely packed skyscrapers lining the street.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS85 	00:07:33,00 --> 00:07:38,50 	she reaches into the box and pulls out a small notebook and pen.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS134 	00:16:00,00 --> 00:16:06,50 	with a forced smile, she reaches into the bowl and picks her own number.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS152 	00:19:11,00 --> 00:19:15,50 	reaching the bathroom,
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS175 	00:19:57,00 --> 00:20:01,50 	he reaches down the front of his pants, then brings his fingers up to his nose.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS244 	00:33:08,00 --> 00:33:15,50 	he reaches down between her legs and pulls up a handful of quarters.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS441 	01:01:56,00 --> 01:02:01,50 	someone reaches to help him up, but pulls away.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS548 	01:15:23,00 --> 01:15:28,50 	she reaches back and pulls off the hairpiece.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS640 	01:28:44,00 --> 01:28:51,50 	the wedding planner reaches the stage and gestures furiously at the band.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS192 	00:14:46,00 --> 00:14:51,50 	the banker reaches for an alarm button.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS235 	00:18:00,00 --> 00:18:05,50 	reaching someone's alcove, she parts the curtain.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS257 	00:19:48,00 --> 00:19:54,50 	it grows to the size of a man as it reaches someone.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS317 	00:24:14,00 --> 00:24:20,50 	the pig farmer reaches for a knife as his friend's eyes widen.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS350 	00:28:07,00 --> 00:28:13,50 	he reaches out and pries the explosive from someone's grasp.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS408 	00:34:32,00 --> 00:34:42,50 	the submarine shakes, but continues through the water as someone and his followers reach an all-white state-of-the-art bridge.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS508 	00:46:29,00 --> 00:46:33,50 	reaching behind her back,
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS634 	00:58:41,00 --> 00:58:46,50 	as he reaches for his gun, someone points at him.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS733 	01:06:37,00 --> 01:06:44,50 	someone reaches out to her, but she turns away and continues out with someone.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS756 	01:08:15,00 --> 01:08:22,50 	someone reaches out to him, resuming his flesh-and-blood form.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS888 	01:20:58,00 --> 01:21:03,50 	reaching out, she brushes his cheek with her finger.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS896 	01:21:51,00 --> 01:21:59,50 	he bows his head for a moment, then extends his hand and fingers as if stretching to reach the dish.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1176 	01:45:07,00 --> 01:45:15,50 	someone crosses the submarine and reaches a control panel.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1206 	01:47:36,00 --> 01:47:43,50 	reaching the shoreline, the two mutants crash land and tumble across the beach.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1228 	01:50:23,00 --> 01:50:30,50 	someone stands frozen, arm outstretched, reaching for his helmet.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1287 	01:56:03,00 --> 01:56:09,50 	someone reaches for someone's helmet.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1314 	01:59:09,00 --> 01:59:15,50 	someone peers in someone's direction, then reaches out to her.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS315 	00:59:12,00 --> 00:59:19,50 	she reaches into the top shelf of a closet and pulls out a green sweatshirt.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS408 	01:19:11,00 --> 01:19:17,50 	someone reaches down and tugs on his pajama bottoms.
ZOMBIELAND.srt 	ZOMBIELAND_DVS62 	00:05:26,00 --> 00:05:33,50 	he reaches for a bathroom door then notices a bloody fingerprint on the handle.
ZOMBIELAND.srt 	ZOMBIELAND_DVS72 	00:06:04,00 --> 00:06:12,50 	reaching his car again, the narrator grabs his keys and notices that the door is already unlocked.
ZOMBIELAND.srt 	ZOMBIELAND_DVS158 	00:16:08,00 --> 00:16:12,50 	he reaches out but she looks up.
ZOMBIELAND.srt 	ZOMBIELAND_DVS178 	00:17:29,00 --> 00:17:39,50 	reaching into a cabinet, someone hurls cotton balls at her then toilet paper.
ZOMBIELAND.srt 	ZOMBIELAND_DVS411 	00:46:56,00 --> 00:47:04,50 	someone shuts the door as a group of zombies reach the vehicle.
ZOMBIELAND.srt 	ZOMBIELAND_DVS446 	00:50:24,00 --> 00:50:30,50 	he reaches toward someone.
ZOMBIELAND.srt 	ZOMBIELAND_DVS473 	00:55:20,00 --> 00:55:25,50 	but drop him before they reach the railing.
ZOMBIELAND.srt 	ZOMBIELAND_DVS496 	00:58:12,00 --> 00:58:18,50 	as she reaches for a gun, he targets another objet d'art
ZOMBIELAND.srt 	ZOMBIELAND_DVS608 	01:09:52,00 --> 01:10:00,50 	as the seats slowly drift back toward the crowd, the crazed zombies reach for the sisters.
ZOMBIELAND.srt 	ZOMBIELAND_DVS705 	01:17:19,00 --> 01:17:25,50 	he slows as he reaches the tower and stares up at the sisters.
ZOMBIELAND.srt 	ZOMBIELAND_DVS754 	01:21:01,00 --> 01:21:08,50 	someone reaches through the hole and extracts a fistful of crumbled, blown up twinkie.
ZOOKEEPER.srt 	ZOOKEEPER_DVS240 	00:54:30,00 --> 00:54:39,50 	he reaches into venom's left pants pocket and digs around.
ZOOKEEPER.srt 	ZOOKEEPER_DVS241 	00:54:38,00 --> 00:54:45,50 	the zookeeper reaches into his right pocket.
ZOOKEEPER.srt 	ZOOKEEPER_DVS372 	01:22:58,00 --> 01:23:04,50 	he reaches into a pants pocket and withdraws an apple.
ZOOKEEPER.srt 	ZOOKEEPER_DVS418 	01:31:17,00 --> 01:31:21,50 	someone reaches back and pulls.
