21_JUMP_STREET.srt 	21_JUMP_STREET_DVS26 	00:03:12,00 --> 00:03:18,50 	he gives the trashcan a kick then grabs his aching leg.
SUPER_8.srt 	SUPER_8_DVS381 	01:08:05,00 --> 01:08:12,50 	someone stares at someone then runs and grabs the reel of film off the projector.
SUPER_8.srt 	SUPER_8_DVS400 	01:12:30,00 --> 01:12:37,50 	someone turns and elbows the soldier in the face, he grabs the soldier's rifle, and knocks him out with its butt.
SUPER_8.srt 	SUPER_8_DVS415 	01:14:35,00 --> 01:14:40,50 	someone grabs the tire iron and breaks the lock.
SUPER_8.srt 	SUPER_8_DVS463 	01:21:31,00 --> 01:21:37,50 	the creature grabs someone and knocks him from one side of the bus to the other.
SUPER_8.srt 	SUPER_8_DVS561 	01:33:45,00 --> 01:33:52,50 	he lights the fuse on a chain of fireworks, grabs his backpack, and runs off.
SUPER_8.srt 	SUPER_8_DVS580 	01:35:59,00 --> 01:36:06,50 	the creature appears behind someone, grabs him, and tosses him far away.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS73 	00:10:11,00 --> 00:10:16,50 	grabbing his coat, someone leaves with snowy.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS187 	00:27:52,00 --> 00:27:59,50 	now free, someone grabs a crowbar and jams the door, then covers its window.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS267 	00:39:33,00 --> 00:39:40,50 	someone punches someone and grabs the gun.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS285 	00:41:04,00 --> 00:41:11,50 	someone grabs a searchlight and focuses it on to a drifting lifeboat.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS348 	00:53:11,00 --> 00:53:18,50 	snowy paddles toward it, but someone grabs the dog's tongue and sucks down the alcohol himself.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS379 	00:56:17,00 --> 00:56:24,50 	someone climbs down and grabs someone and throws him back onto the roof of the plane.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS443 	01:04:40,00 --> 01:04:46,50 	someone bursts out, knocks down two men, then grabs a soldier's sword.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS466 	01:08:08,00 --> 01:08:13,50 	sir someone grabs a sword.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS578 	01:19:41,00 --> 01:19:45,50 	guards grab someone.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS579 	01:19:42,00 --> 01:19:51,50 	the falcon breaks of its center mast,snowy raises after the falcon, which grabs the boat model in its talons then drops it on the floor.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS599 	01:21:32,00 --> 01:21:43,50 	someone grabs the scrolls from sakharines hand.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS604 	01:22:07,00 --> 01:22:12,50 	they grab at the fluttering scrolls.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS617 	01:22:57,00 --> 01:23:08,50 	someone grabs a rope and swings through the air.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS617 	01:22:57,00 --> 01:23:08,50 	he grabs snowy by the tail, yanking him from the falcon.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS618 	01:23:11,00 --> 01:23:16,50 	someone shoots from a from a side chute and grabs the falcon.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS657 	01:28:58,00 --> 01:29:14,50 	someone grabs his arm.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS698 	01:33:35,00 --> 01:33:40,50 	someone swings past and grabs the scrolls.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS134 	00:29:55,00 --> 00:30:03,50 	someone watches his frustrated stepfather set one page aside and grab another.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS175 	00:35:29,00 --> 00:35:34,50 	she grabs a pillow and a comforter.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS203 	00:38:45,00 --> 00:39:04,50 	slowing his pace, he watches his stepfather grab a newspaper off the top of a trash can then cross the street.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS289 	00:56:38,00 --> 00:56:44,50 	someone grabs him roughly and they wrestle to the floor.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS29 	00:04:03,00 --> 00:04:08,50 	someone grabs the young man and cuffs him.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS86 	00:16:47,00 --> 00:16:56,50 	someone defensively grabs a picture frame and presses her back to a wall by a white-trim doorway.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS100 	00:19:51,00 --> 00:19:56,50 	someone grabs the phone and hits redial.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS202 	00:40:59,00 --> 00:41:03,50 	he grabs her.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS262 	00:49:43,00 --> 00:49:53,50 	someone skips over him and grabs her bag.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS282 	00:52:48,00 --> 00:52:57,50 	she grabs up her purse and glares at him, then stalks around to the passenger door and reaches for the handle.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS434 	01:21:42,00 --> 01:21:49,50 	she climbs out of bed and grabs a blanket then swipes the pillow out from behind someone's head.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS460 	01:24:44,00 --> 01:24:49,50 	she grabs her breasts.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS483 	01:27:23,00 --> 01:27:38,50 	someone leads someone out a side door then rushes back in, grabs the bowling photo, and hurries out.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS510 	01:31:53,00 --> 01:32:07,50 	as someone tosses bills to patrons and employees, the thugs try to grab the cash from their hands.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS516 	01:33:13,00 --> 01:33:24,50 	as ray shoves her off, she grabs a bottle.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS533 	01:37:11,00 --> 01:37:17,50 	someone grabs the clerk through a window.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS535 	01:37:21,00 --> 01:37:33,50 	someone releases the clerk, who grabs a phone.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS555 	01:39:26,00 --> 01:39:35,50 	someone sidles down an aisle, grabs someone's shoulder, and jabs his gun against the bounty hunter's neck.
THE_CALL.srt 	THE_CALL_DVS261 	00:22:06,00 --> 00:22:11,50 	she grabs the phone and stands, looking after autumn.
THE_CALL.srt 	THE_CALL_DVS407 	00:31:50,00 --> 00:32:08,50 	she pries off the tail light's back cover, then grabs a short-handled paint roller.
THE_CALL.srt 	THE_CALL_DVS591 	00:45:53,00 --> 00:46:00,50 	clenching his jaw, the killer rips off the release lever and grabs the frightened teen.
THE_CALL.srt 	THE_CALL_DVS956 	01:13:32,00 --> 01:13:39,50 	with her free hand, she grabs the handle and yanks on it,
THE_CALL.srt 	THE_CALL_DVS1075 	01:20:50,00 --> 01:20:56,50 	someone grabs a large black bucket and sets it down next to someone.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS328 	00:50:56,00 --> 00:51:01,50 	someone grabs his cellphone from a counter,
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS332 	00:51:07,00 --> 00:51:12,50 	she grabs it from him and crosses the room.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS300 	00:34:55,00 --> 00:35:00,50 	someone gets up and grabs their mugs.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS340 	00:41:35,00 --> 00:41:41,50 	as he rides up, someone sprints after him and grabs her bag.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS344 	00:41:46,00 --> 00:41:52,50 	grabbing him by the lapels she leans over him, her face contorted with rage.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS345 	00:41:55,00 --> 00:42:00,50 	the thief grabs the bag again and she kicks him.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS348 	00:42:07,00 --> 00:42:13,50 	at the bottom she grabs the bag and races on to a train.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS653 	01:11:09,00 --> 01:11:20,50 	at the cottage he marches past his desk then stops and grabs the copy of someone's list of names, initials, and numbers from the wall.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS710 	01:18:33,00 --> 01:18:40,50 	she grabs a cigarette from an ashtray and a lighter.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS729 	01:20:52,00 --> 01:21:00,50 	grabbing a can from the top of the refrigerator he accidentally knocks over a bottled water.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS753 	01:25:01,00 --> 01:25:05,50 	she grabs her bag.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS763 	01:27:54,00 --> 01:27:59,50 	she grabs a stack of sheets.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS780 	01:30:00,00 --> 01:30:07,50 	as someone grabs a camera and snaps photos of the mutilated tabby
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS820 	01:34:03,00 --> 01:34:07,50 	she grabs his throat.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS871 	01:37:14,00 --> 01:37:19,50 	she grabs a vodka bottle from the freezer.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1187 	02:06:40,00 --> 02:06:46,50 	someone grabs the gun.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1344 	02:24:20,00 --> 02:24:27,50 	from a display rack she grabs a package labeled, shape inserts.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1375 	02:27:47,00 --> 02:27:51,50 	grabbing a cigarette
THE_SITTER.srt 	THE_SITTER_DVS147 	01:14:46,00 --> 01:14:50,50 	someone grabs his bike at the bottom and sets it upright.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS27 	00:08:05,00 --> 00:08:10,50 	it's a small refrigerator and grabs a bottle of beer.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS109 	00:35:20,00 --> 00:35:27,50 	he hits escape on the computer and grabs his bag.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS123 	00:38:46,00 --> 00:38:52,50 	someone looks over at it then grabs her computer.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS222 	01:29:20,00 --> 01:29:25,50 	holding the phone with his shoulder, he grabs some drinks.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS296 	01:48:58,00 --> 01:49:06,50 	the officer grabs someone's hand and shines his light on it, finding it dusted with coke.
THE_VOW.srt 	THE_VOW_DVS477 	01:08:06,00 --> 01:08:16,50 	grabbing blankets and towels he hustles after her and does high steps to get out of his jeans.
THE_VOW.srt 	THE_VOW_DVS479 	01:08:19,00 --> 01:08:26,50 	clad in biker briefs, someone grabs her around the waist and carries her back in.
THE_VOW.srt 	THE_VOW_DVS484 	01:08:38,00 --> 01:08:43,50 	grabbing a towel and blanket, he wraps both around her.
THE_WATCH.srt 	THE_WATCH_DVS27 	00:04:32,00 --> 00:04:38,50 	he grabs a six-pack of coke then spots a bottle of vodka.
THE_WATCH.srt 	THE_WATCH_DVS89 	00:11:39,00 --> 00:11:44,50 	the young man grabs a teen's throat.
THE_WATCH.srt 	THE_WATCH_DVS292 	00:53:17,00 --> 00:53:23,50 	he grabs the prone being by the point at the back of its head.
THE_WATCH.srt 	THE_WATCH_DVS313 	00:54:49,00 --> 00:54:56,50 	someone grabs the alien's arm and someone wraps his arms around them all.
THE_WATCH.srt 	THE_WATCH_DVS316 	00:55:10,00 --> 00:55:16,50 	grabbing the silver orb someone, the alien escapes through a window.
THE_WATCH.srt 	THE_WATCH_DVS381 	01:07:41,00 --> 01:07:46,50 	he grabs her breast.
THE_WATCH.srt 	THE_WATCH_DVS382 	01:08:02,00 --> 01:08:06,50 	she grabs her jacket.
THE_WATCH.srt 	THE_WATCH_DVS386 	01:08:27,00 --> 01:08:32,50 	as someone slowly rises, someone grabs him.
THE_WATCH.srt 	THE_WATCH_DVS463 	01:23:09,00 --> 01:23:17,50 	he grabs someone's heart off the floor, stuffs it back in his body, then tries to resuscitate the dead man.
THE_WATCH.srt 	THE_WATCH_DVS466 	01:24:16,00 --> 01:24:23,50 	it grabs his ankle, then flings him into a display of vitamin beverages.
THE_WATCH.srt 	THE_WATCH_DVS484 	01:26:56,00 --> 01:27:04,50 	someone grabs a pipe and hits someone across the face.
THE_WATCH.srt 	THE_WATCH_DVS514 	01:30:34,00 --> 01:31:11,50 	as someone climbs up last, an alien grabs his ankle.
THE_WATCH.srt 	THE_WATCH_DVS554 	01:35:17,00 --> 01:35:21,50 	someone grabs him.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS116 	00:33:58,00 --> 00:34:03,50 	he grabs his chair as movers carry it off.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS217 	00:54:17,00 --> 00:54:26,50 	someone tries to grab the ball out of ron's hands.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS328 	01:22:30,00 --> 01:22:35,50 	he grabs some of the dessert and feeds it to her.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS29 	00:03:52,00 --> 00:04:05,50 	he grabs someone who drops the case with the device over the roof.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS113 	00:20:02,00 --> 00:20:07,50 	now, someone and someone grab the same movie.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS151 	00:29:28,00 --> 00:29:36,50 	hanging on by their legs, they grab each other's wrists.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS180 	00:33:38,00 --> 00:33:43,50 	she grabs someone as he walks away.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS301 	00:55:02,00 --> 00:55:09,50 	he yanks a man from the tower, grabs the flag and proudly shows it to someone.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS317 	00:58:17,00 --> 00:58:27,50 	someone watches her go then excitedly grabs a wine bottle and two glasses and hurries over to the coffee table.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS413 	01:14:41,00 --> 01:14:47,50 	pockets his phone and grabs his jacket.
THOR.srt 	THOR_DVS26 	00:02:44,00 --> 00:02:57,50 	someone grabs the steering wheel with one hand, lightning arcs from the spinning column of dark vapor and strikes the ground around the truck.
THOR.srt 	THOR_DVS152 	00:21:53,00 --> 00:22:06,50 	someone swings someone at an armored giant, but the feen grabs someone's wrist and headbutts him.
THOR.srt 	THOR_DVS169 	00:23:18,00 --> 00:23:24,50 	someone grabs his sword again and thrusts it into the giant's throat.
THOR.srt 	THOR_DVS239 	00:32:17,00 --> 00:32:22,50 	three men grab someone and shove him against a door.
THOR.srt 	THOR_DVS371 	00:56:09,00 --> 00:56:16,50 	in an armory, a man reaches for a sniper rifle then grabs a composite bow instead.
THOR.srt 	THOR_DVS392 	00:58:30,00 --> 00:58:37,50 	in slow motion, someone smiles as he reaches out and grabs the hammer's handle.
THOR.srt 	THOR_DVS394 	00:58:43,00 --> 00:58:49,50 	someone grabs the handle with both hands, and pulls to no avail.
THOR.srt 	THOR_DVS496 	01:21:27,00 --> 01:21:34,50 	grabbing a bullhorn, someone steps out to meet the approaching destroyer.
THOR.srt 	THOR_DVS604 	01:32:14,00 --> 01:32:20,50 	someone grabs his face and kisses him passionately.
THOR.srt 	THOR_DVS670 	01:40:03,00 --> 01:40:11,50 	as someone falls he grabs someone's spear.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS127 	00:14:26,00 --> 00:14:32,50 	someone grabs the stocky fairy's magic wand.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS155 	00:19:47,00 --> 00:19:51,50 	he grabs a tube of paste.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS160 	00:21:16,00 --> 00:21:20,50 	he grabs a tiny canister.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS172 	00:23:04,00 --> 00:23:09,50 	he throws the ball, then grabs a racket.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS214 	00:27:46,00 --> 00:27:52,50 	he grabs it from a nearby table and reads a text message.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS222 	00:28:28,00 --> 00:28:32,50 	someone grabs his phone.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS264 	00:33:43,00 --> 00:33:49,50 	he grabs hold of a knob on the night stand and hoists himself up to the drawer above.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS280 	00:34:38,00 --> 00:34:43,50 	he grabs it and starts to wriggle back out.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS438 	00:46:30,00 --> 00:46:34,50 	someone grabs the guitar.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS475 	00:51:08,00 --> 00:51:13,50 	two fairy assistant go to grab the dog.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS554 	01:01:14,00 --> 01:01:18,50 	someone grabs his throat.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS668 	01:14:40,00 --> 01:14:45,50 	straightening out of a slouch, someone grabs his helmet.
TRUE_GRIT.srt 	TRUE_GRIT_DVS160 	00:36:37,00 --> 00:36:41,50 	he grabs her coat, pulls her to the ground.
TRUE_GRIT.srt 	TRUE_GRIT_DVS205 	00:43:53,00 --> 00:43:59,50 	he grabs the kid with the broom, throws him to the ground,
TRUE_GRIT.srt 	TRUE_GRIT_DVS482 	01:32:18,00 --> 01:32:24,50 	someone quickly grabs his rifle but someone gets hold of the barrel.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS89 	00:10:01,00 --> 00:10:07,50 	he grabs a skewered marshmallow and swallows it whole.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS288 	00:28:54,00 --> 00:29:01,50 	she watches on the monitors as someone grabs one of the women's hands and sucks on her finger.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS307 	00:32:16,00 --> 00:32:24,50 	she grabs someone's business card, puts the phone to her ear and dials.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS309 	00:32:42,00 --> 00:32:47,50 	someone grabs a cordless and listens in.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS375 	00:44:48,00 --> 00:44:55,50 	as someone watches from the bush, someone turns away, but someone grabs her arm and kisses her.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS473 	00:57:55,00 --> 00:58:07,50 	someone mimes grabbing someone's waist, repeatedly thrusts her hips, then holds her heart.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS24 	00:03:50,00 --> 00:03:56,50 	his son grabs his lunch and hurries off.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS400 	01:03:14,00 --> 01:03:20,50 	as he grabs a book and flops onto the bed,
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS410 	01:04:24,00 --> 01:04:33,50 	someone grabs his coat.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS473 	01:14:24,00 --> 01:14:30,50 	standing, he grabs his tool bag and strides past her to the door.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS106 	00:10:36,00 --> 00:10:42,50 	someone grabs a glass of champagne and gulps down half its content
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS150 	00:19:04,00 --> 00:19:10,50 	someone grabs a t-shirt off the floor and pulls it on.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS219 	00:27:42,00 --> 00:27:48,50 	someone grabs a sheet of paper and spies someone opening his door.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS228 	00:29:03,00 --> 00:29:10,50 	she grabs her jacket and wrenches it on as she races back to someone's door.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS420 	00:59:00,00 --> 00:59:06,50 	he hurries over to a keyboard and grabs an electric guitar.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS423 	01:00:14,00 --> 01:00:19,50 	she grabs his hands and he helps her up.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS501 	01:11:07,00 --> 01:11:13,50 	he hops on the couch, then grabs a magazine from a coffee table and starts to read.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS534 	01:14:17,00 --> 01:14:27,50 	grabbing a can of aerosol hairspray, she sweeps it in broad circles around her head, both clockwise and counter-clockwise.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS682 	01:34:15,00 --> 01:34:19,50 	she grabs a set.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS740 	01:37:47,00 --> 01:38:14,50 	she grabs his microphone.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS752 	01:40:18,00 --> 01:40:23,50 	as the kiss continues, someone cradles someone's neck and grabs his shoulder.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS689 	01:02:24,00 --> 01:02:32,50 	reappearing, he grabs the supervising agent and teleports him into the sky above the base.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS746 	01:07:42,00 --> 01:07:49,50 	someone blocks his punch, then grabs him by the jaw, forcing his mouth open.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS833 	01:16:16,00 --> 01:16:22,50 	he grabs an extinguisher and hurriedly puts out the fire.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1167 	01:44:27,00 --> 01:44:33,50 	as someone attacks beast, his tail grabs someone's throat.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1340 	02:03:20,00 --> 02:03:27,50 	one man grabs a phone.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS221 	00:41:37,00 --> 00:41:42,50 	as he walks off, she grabs more books from the clearance table.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS351 	01:07:42,00 --> 01:07:49,50 	she stops and grabs a package of plain white burp cloths.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS379 	01:12:00,00 --> 01:12:07,50 	someone wipes her mouth on a napkin then grabs another drink and walks outside.
ZOMBIELAND.srt 	ZOMBIELAND_DVS72 	00:06:04,00 --> 00:06:12,50 	reaching his car again, the narrator grabs his keys and notices that the door is already unlocked.
ZOMBIELAND.srt 	ZOMBIELAND_DVS146 	00:13:02,00 --> 00:13:08,50 	he grabs his gun.
ZOMBIELAND.srt 	ZOMBIELAND_DVS167 	00:16:42,00 --> 00:16:48,50 	cornered against the refrigerator, someone grabs a blender.
ZOMBIELAND.srt 	ZOMBIELAND_DVS280 	00:31:57,00 --> 00:32:01,50 	he grabs a rifle.
ZOMBIELAND.srt 	ZOMBIELAND_DVS409 	00:46:49,00 --> 00:46:55,50 	they blast two others and someone grabs a star map.
ZOMBIELAND.srt 	ZOMBIELAND_DVS606 	01:09:40,00 --> 01:09:45,50 	they uselessly grab at the air.
ZOMBIELAND.srt 	ZOMBIELAND_DVS609 	01:10:02,00 --> 01:10:11,50 	one zombie grabs the metal frame by little someone's seat.
ZOMBIELAND.srt 	ZOMBIELAND_DVS652 	01:13:26,00 --> 01:13:31,50 	he grabs a swing and raises his gun.
ZOMBIELAND.srt 	ZOMBIELAND_DVS721 	01:18:29,00 --> 01:18:34,50 	the zombie grabs someone's leg.
ZOOKEEPER.srt 	ZOOKEEPER_DVS272 	00:59:51,00 --> 00:59:59,50 	someone grabs two of the hanging silk drapes.
ZOOKEEPER.srt 	ZOOKEEPER_DVS274 	01:00:08,00 --> 01:00:13,50 	playful smile, she grabs her own pair of drapes.
